"V1"	"V2"	"V3"	"V4"
"Poa_tri"	"Ran_acr"	"Pha_aru"	"0.876424189307625"
"Poa_tri"	"Bro_hor"	"Pla_lan"	"22.1735319894829"
"Poa_tri"	"Bro_hor"	"Ant_syl"	"13.4969325153374"
"Poa_tri"	"Bro_hor"	"Her_sph"	"9.8159509202454"
"Poa_tri"	"Bro_hor"	"Gal_mol"	"12.532865907099"
"Poa_tri"	"Bro_hor"	"Hol_lan"	"5.52147239263804"
"Poa_tri"	"Bro_hor"	"Hel_pub"	"3.41805433829974"
"Poa_tri"	"Bro_hor"	"Car_hir"	"0.7011393514461"
"Poa_tri"	"Bro_hor"	"Bra_pin"	"0.35056967572305"
"Poa_tri"	"Bro_hor"	"Pha_aru"	"0.0876424189307625"
"Poa_tri"	"Pla_lan"	"Ant_syl"	"18.5801928133216"
"Poa_tri"	"Pla_lan"	"Her_sph"	"15.0744960560911"
"Poa_tri"	"Pla_lan"	"Gal_mol"	"22.2611744084137"
"Poa_tri"	"Pla_lan"	"Hol_lan"	"9.02716914986854"
"Poa_tri"	"Pla_lan"	"Hel_pub"	"8.93952673093777"
"Poa_tri"	"Pla_lan"	"Car_hir"	"1.31463628396144"
"Poa_tri"	"Pla_lan"	"Bra_pin"	"1.22699386503067"
"Poa_tri"	"Pla_lan"	"Pha_aru"	"0.964066608238387"
"Poa_tri"	"Ant_syl"	"Her_sph"	"19.2813321647677"
"Poa_tri"	"Ant_syl"	"Gal_mol"	"19.1060473269062"
"Poa_tri"	"Ant_syl"	"Hol_lan"	"5.25854513584575"
"Poa_tri"	"Ant_syl"	"Hel_pub"	"5.17090271691499"
"Poa_tri"	"Ant_syl"	"Car_hir"	"2.01577563540754"
"Poa_tri"	"Ant_syl"	"Bra_pin"	"0.262927256792287"
"Poa_tri"	"Ant_syl"	"Pha_aru"	"1.57756354075372"
"Poa_tri"	"Her_sph"	"Gal_mol"	"16.3014899211218"
"Poa_tri"	"Her_sph"	"Hol_lan"	"7.97546012269939"
"Poa_tri"	"Her_sph"	"Hel_pub"	"4.64504820333041"
"Poa_tri"	"Her_sph"	"Car_hir"	"6.3102541630149"
"Poa_tri"	"Her_sph"	"Pha_aru"	"2.71691498685364"
"Poa_tri"	"Gal_mol"	"Hol_lan"	"5.87204206836109"
"Poa_tri"	"Gal_mol"	"Hel_pub"	"7.36196319018405"
"Poa_tri"	"Gal_mol"	"Car_hir"	"0.964066608238387"
"Poa_tri"	"Gal_mol"	"Bra_pin"	"0.788781770376862"
"Poa_tri"	"Gal_mol"	"Pha_aru"	"0.613496932515337"
"Poa_tri"	"Hol_lan"	"Hel_pub"	"3.41805433829974"
"Poa_tri"	"Hol_lan"	"Car_hir"	"7.62489044697634"
"Poa_tri"	"Hol_lan"	"Bra_pin"	"0.438212094653812"
"Poa_tri"	"Hol_lan"	"Pha_aru"	"2.71691498685364"
"Poa_tri"	"Hel_pub"	"Bra_pin"	"0.788781770376862"
"Poa_tri"	"Car_hir"	"Pha_aru"	"4.55740578439965"
"Poa_pra"	"Alo_pra"	"Dac_glo"	"34.9693251533742"
"Poa_pra"	"Alo_pra"	"Tri_rep"	"32.0771253286591"
"Poa_pra"	"Alo_pra"	"Tar_off"	"38.0368098159509"
"Poa_pra"	"Alo_pra"	"Lol_per"	"23.4881682734443"
"Poa_pra"	"Alo_pra"	"Arr_ela"	"18.0543382997371"
"Poa_pra"	"Alo_pra"	"Fes_rub"	"14.2857142857143"
"Poa_pra"	"Alo_pra"	"Fes_pra"	"24.1893076248904"
"Poa_pra"	"Alo_pra"	"Tri_fla"	"19.3689745836985"
"Poa_pra"	"Alo_pra"	"Ely_rep"	"19.193689745837"
"Poa_pra"	"Alo_pra"	"Tri_pra"	"27.2567922874671"
"Poa_pra"	"Alo_pra"	"Ran_rep"	"15.3374233128834"
"Poa_pra"	"Alo_pra"	"Bro_ere"	"1.4022787028922"
"Poa_pra"	"Alo_pra"	"Ran_acr"	"18.4049079754601"
"Poa_pra"	"Alo_pra"	"Bro_hor"	"19.8948290972831"
"Poa_pra"	"Alo_pra"	"Pla_lan"	"25.9421560035057"
"Poa_pra"	"Alo_pra"	"Ant_syl"	"21.2094653812445"
"Poa_pra"	"Alo_pra"	"Her_sph"	"18.7554776511832"
"Poa_pra"	"Alo_pra"	"Gal_mol"	"20.6836108676599"
"Poa_pra"	"Alo_pra"	"Hol_lan"	"9.64066608238387"
"Poa_pra"	"Alo_pra"	"Hel_pub"	"6.66082383873795"
"Poa_pra"	"Alo_pra"	"Car_hir"	"3.33041191936897"
"Poa_pra"	"Alo_pra"	"Bra_pin"	"0.35056967572305"
"Poa_pra"	"Alo_pra"	"Pha_aru"	"2.45398773006135"
"Poa_pra"	"Dac_glo"	"Tri_rep"	"59.1586327782647"
"Poa_pra"	"Dac_glo"	"Tar_off"	"70.464504820333"
