"V1"	"V2"	"V3"
"Ely_rep"	"Hel_pub"	"3.24276950043821"
"Ely_rep"	"Car_hir"	"7.36196319018405"
"Ely_rep"	"Bra_pin"	"1.13935144609991"
"Tri_pra"	"Ran_rep"	"17.4408413672217"
"Tri_pra"	"Bro_ere"	"10.4294478527607"
"Tri_pra"	"Ran_acr"	"28.9219982471516"
"Tri_pra"	"Bro_hor"	"28.4837861524978"
"Tri_pra"	"Pla_lan"	"50.6573181419807"
"Tri_pra"	"Ach_mil"	"38.2120946538124"
"Tri_pra"	"Ant_syl"	"25.8545135845749"
"Tri_pra"	"Her_sph"	"21.034180543383"
"Tri_pra"	"Gal_mol"	"34.3558282208589"
"Tri_pra"	"Hol_lan"	"13.0587204206836"
"Tri_pra"	"Hel_pub"	"16.4767747589833"
"Tri_pra"	"Car_hir"	"0.964066608238387"
"Tri_pra"	"Bra_pin"	"7.18667835232252"
"Ran_rep"	"Bro_ere"	"0.262927256792287"
"Ran_rep"	"Ran_acr"	"11.8317265556529"
"Ran_rep"	"Bro_hor"	"13.0587204206836"
"Ran_rep"	"Pla_lan"	"17.7914110429448"
"Ran_rep"	"Ach_mil"	"16.2138475021911"
"Ran_rep"	"Ant_syl"	"13.3216476774759"
"Ran_rep"	"Her_sph"	"16.6520595968449"
"Ran_rep"	"Gal_mol"	"11.5687992988606"
"Ran_rep"	"Hol_lan"	"13.5845749342682"
"Ran_rep"	"Hel_pub"	"1.75284837861525"
"Ran_rep"	"Car_hir"	"11.2182296231376"
"Ran_rep"	"Bra_pin"	"0.35056967572305"
"Bro_ere"	"Ran_acr"	"2.27870289219982"
"Bro_ere"	"Bro_hor"	"2.54163014899211"
"Bro_ere"	"Pla_lan"	"10.7800175284838"
"Bro_ere"	"Ach_mil"	"8.67659947414549"
"Bro_ere"	"Ant_syl"	"2.1034180543383"
"Bro_ere"	"Her_sph"	"1.13935144609991"
"Bro_ere"	"Gal_mol"	"6.3102541630149"
"Bro_ere"	"Hol_lan"	"1.22699386503067"
"Bro_ere"	"Hel_pub"	"6.66082383873795"
"Bro_ere"	"Bra_pin"	"5.95968448729185"
"Ran_acr"	"Bro_hor"	"13.7598597721297"
"Ran_acr"	"Pla_lan"	"26.9938650306748"
"Ran_acr"	"Ach_mil"	"18.0543382997371"
"Ran_acr"	"Ant_syl"	"20.5959684487292"
"Ran_acr"	"Her_sph"	"18.9307624890447"
"Ran_acr"	"Gal_mol"	"24.364592462752"
"Ran_acr"	"Hol_lan"	"10.5170902716915"
"Ran_acr"	"Hel_pub"	"12.4452234881683"
"Ran_acr"	"Car_hir"	"1.57756354075372"
"Ran_acr"	"Bra_pin"	"1.66520595968449"
"Bro_hor"	"Pla_lan"	"33.7423312883436"
"Bro_hor"	"Ach_mil"	"25.5039439088519"
"Bro_hor"	"Ant_syl"	"16.9149868536372"
"Bro_hor"	"Her_sph"	"11.4811568799299"
"Bro_hor"	"Gal_mol"	"17.8790534618755"
"Bro_hor"	"Hol_lan"	"8.06310254163015"
"Bro_hor"	"Hel_pub"	"5.43382997370727"
"Bro_hor"	"Car_hir"	"1.13935144609991"
"Bro_hor"	"Bra_pin"	"1.13935144609991"
"Pla_lan"	"Ach_mil"	"46.7134092900964"
"Pla_lan"	"Ant_syl"	"24.364592462752"
"Pla_lan"	"Her_sph"	"18.9307624890447"
"Pla_lan"	"Gal_mol"	"36.8098159509202"
"Pla_lan"	"Hol_lan"	"15.1621384750219"
"Pla_lan"	"Hel_pub"	"17.4408413672217"
"Pla_lan"	"Car_hir"	"1.84049079754601"
"Pla_lan"	"Bra_pin"	"7.97546012269939"
"Ach_mil"	"Ant_syl"	"16.0385626643295"
"Ach_mil"	"Her_sph"	"13.3216476774759"
"Ach_mil"	"Gal_mol"	"27.2567922874671"
"Ach_mil"	"Hol_lan"	"13.3216476774759"
"Ach_mil"	"Hel_pub"	"13.0587204206836"
"Ach_mil"	"Car_hir"	"1.4022787028922"
"Ach_mil"	"Bra_pin"	"7.18667835232252"
"Ant_syl"	"Her_sph"	"22.0858895705521"
"Ant_syl"	"Gal_mol"	"23.5758106923751"
"Ant_syl"	"Hol_lan"	"6.74846625766871"
"Ant_syl"	"Hel_pub"	"7.27432077125329"
"Ant_syl"	"Car_hir"	"2.01577563540754"
"Ant_syl"	"Bra_pin"	"0.788781770376862"
"Her_sph"	"Gal_mol"	"19.4566170026293"
"Her_sph"	"Hol_lan"	"9.1148115687993"
"Her_sph"	"Hel_pub"	"6.13496932515337"
"Her_sph"	"Car_hir"	"6.57318141980719"
"Her_sph"	"Bra_pin"	"0.175284837861525"
"Gal_mol"	"Hol_lan"	"10.1665205959684"
"Gal_mol"	"Hel_pub"	"14.4609991235758"
"Gal_mol"	"Car_hir"	"1.22699386503067"
"Gal_mol"	"Bra_pin"	"4.29447852760736"
"Hol_lan"	"Hel_pub"	"5.95968448729185"
"Hol_lan"	"Car_hir"	"8.23838737949167"
"Hol_lan"	"Bra_pin"	"1.22699386503067"
"Hel_pub"	"Car_hir"	"0.0876424189307625"
"Hel_pub"	"Bra_pin"	"3.68098159509202"
