"","Poa_tri","Poa_pra","Alo_pra","Dac_glo","Tri_rep","Tar_off","Lol_per","Arr_ela","Fes_rub","Fes_pra","Tri_fla","Ely_rep","Tri_pra","Ran_rep","Bro_ere","Ran_acr","Bro_hor","Pla_lan","Ach_mil","Ant_syl","Her_sph","Gal_mol","Hol_lan","Hel_pub","Car_hir","Bra_pin"
"Poa_tri",-0.777730530366444,0.0553362570225011,0.142220710166324,0.124150539838986,0.0517743490739781,-0.0337301867857962,-0.133966128588796,-0.14153888555739,0.054858432391109,-0.05580834008985,-0.298731743979951,0.0819374164345913,0.180401794517472,-0.00608263593131251,-0.0170423636559237,-0.120999720443908,0.315916208473618,-0.401084048234894,-0.01258203816653,0.0911996284044557,0.568682759869102,-0.6982533760423,-0.076500452341249,-0.0391316793004239,-0.354369498518037,-0.070172799163888
"Poa_pra",0.204019281716779,-0.661668895465981,0.0829335845413637,0.0416123417743142,0.0769933721137096,0.305188398275659,0.214460151124072,0.127339933837357,0.0597100922565613,0.337723227859719,0.0502879503206443,0.209070180242019,0.370332525964699,0.0651154725888847,0.0434445953185145,0.172523347382831,-0.01427896933295,0.658373308906303,0.0976878658688903,0.227089710134453,-0.19275883253112,0.140061940924764,0.427380481584835,0.0739595930448965,0.330626308998728,0.187100602615753
"Alo_pra",0.0342834584211288,-0.0693093145570349,-0.607019113710255,0.0102176510634781,0.0132013062530763,0.0252364784059952,0.0364581500082557,0.0601577524460599,0.0107623466873114,-0.0315541767677498,0.182244297493203,0.0753614489073914,-0.148582960508154,-0.0471191714852092,0.254436172610162,0.125814094048859,0.369409983283052,0.150580865564849,0.0728718847504696,-0.0535527030803544,-0.807807817884351,-0.168219623526923,-0.256393290371439,-0.0873456874215449,0.086761524530574,0.000314676442294693
"Dac_glo",-0.0363346070891506,-0.0522779146722211,0.0103775504637556,-0.21994299451363,0.107248820241942,0.0566475964326025,0.00979133649889628,0.0627526475620435,-0.193683107470698,0.00789556387256704,-0.461706532150171,-0.0279055948508989,-0.0484127945388823,-0.00189021464526233,0.0266998168818458,0.339702238054158,-0.103189977984614,-0.392398142000678,-0.110809970837431,0.384354854801651,0.226547199684547,-0.427050492496431,0.0490815353480992,0.179603680701254,0.0847429954565838,-0.0864371838646266
"Tri_rep",-0.0261910100096657,0.113008053052268,0.00819244671597574,0.069669122907281,-0.614505328827412,0.113563070719692,0.279315016431932,0.0303009380583294,0.0973116348620458,0.0591278503915303,0.0601354378544212,-0.0618503673596452,-0.228448036223444,0.078881139977651,0.099170789837475,0.067549130489758,0.539482957871322,0.444684789007015,0.1011907555473,-0.177530161108863,0.123410349882054,0.0726358802619419,-0.00151507697754013,-0.0656711378332942,0.0390682188264373,0.135590358078125
"Tar_off",0.041406500665228,0.0420952928744704,0.0999018725884561,0.162176309280519,0.253534978981914,-0.754994276748224,0.126496248931642,0.00285451165516093,-0.0781454925155249,0.237873340206846,0.0778252242579863,0.0391897365869623,0.213884713414009,0.054174949805395,0.10053576358959,0.204273718624359,-0.32145056088745,0.201923039322175,0.155437829159156,0.0605454613272595,-0.0145149048843139,0.182815671838083,0.10730657619324,0.128254671168146,0.219951235023291,0.203668802771714
"Lol_per",0.00835511389871947,-0.0156277035019766,0.0375446727624138,0.173559227764327,0.0426468302337323,0.224717027090244,-0.438228090463554,0.0309575669259461,0.0681987056543106,-0.0322492090678204,0.0295689840021499,-0.0983057712338286,0.0907894468983051,0.069503334736461,0.00804746884814084,0.0842260146474312,0.126852569400112,-0.142857889998054,0.350869084752249,-0.0626006651318968,0.391307408982065,-0.0124767017260377,0.121876994655749,0.0707728339776226,0.0555998239881121,0.0394947900104617
"Arr_ela",0.0445343126394092,0.090364256332727,0.11094053121974,0.00538961106143598,0.0120220406111147,0.00363017491222447,-0.0609252382090212,-0.312696694488172,0.0611647266363706,-0.032987655535626,0.0592270708144133,-0.0215995534789218,-0.409007464669898,0.046391755592435,-0.00103005579745377,-0.0484356356701422,0.468086152509386,0.408249927667528,0.187359311799081,-0.0937674228234508,0.129773210269916,0.223857960566457,0.231875904901521,-0.16280374540951,-0.112329283085258,-0.0239759453913698
"Fes_rub",-0.0072459596004609,0.0221812288117829,-0.0267799785993907,-0.0156798226857291,-0.0639839645534408,-0.0565628906066453,-0.0130438841855628,-0.023722364203967,-0.193216702257879,0.0459519950330986,0.1086339077883,-0.0528349795745744,0.186433767062772,-0.0531626653928088,-0.00733629241650213,0.0355880901672089,0.24541905647929,0.316052009727658,-0.0932771218527962,-0.0730805771111866,-0.0515768902036425,-0.0412137986071609,-0.0333603639474992,0.219403911802593,-0.0408514030639288,-0.128552977519566
"Fes_pra",-0.0274217004930446,0.0901885198029187,-0.0386562673504522,0.0935666166796878,-0.00108172225871031,0.0552616022511292,-0.0667684962844154,-0.109430885896067,-0.000786804608134429,-1.17605566171901,0.0882095343359852,-0.110003256945541,0.0898623284874175,-0.0508915630640281,0.10176490315049,0.0333930424786134,0.24260187362266,0.0348915469813541,0.0270648186784313,0.31275400201985,-0.0813978431663292,0.100122202140365,0.0427375768884827,0.0201072940636312,0.0384472679449489,0.062350911888636
"Tri_fla",0.00158568433543976,0.0886097543193874,-0.0115957411653519,-0.192879384286029,0.0519994242363322,0.0305161836406718,0.0191162793000967,-0.00299541388835661,0.0977819940653744,0.0528163307710631,-0.468220443134616,0.0139464722131068,-0.0723399853471638,0.0335352938803366,-0.0409596665867008,0.0978971461335935,-0.0994525335667827,0.186014159168324,0.217044961059368,0.0401607635690323,0.0730741833232221,0.125994217128466,0.0570323612690775,-0.0771843110027706,0.194104293133551,0.019882857744983
"Ely_rep",0.126963868536662,-0.0611882170743357,-0.0317321772954468,-0.0146323568420318,0.0479170364858213,-0.0100415581793568,-0.00729301519849402,0.015732134825587,0.0721080196308081,-0.00854678487848766,-0.0417781650133885,0.315457543946749,-0.0492065405233939,0.0122145089418449,0.0755363371820611,0.179673689747266,0.0621738120110527,-0.0407262391900884,-0.0345213678118543,-0.0829770223609696,-0.196503596148094,0.311070728509681,-0.0663447137730032,-0.0163897665222427,-0.202145975274632,0.0382989456392069
"Tri_pra",-0.0553184193969255,0.0354015592706074,-0.0060333760002308,0.0566748371448404,0.0182045265548935,0.127550647366301,0.0509284437953242,0.07507031926465,-0.00925349757573405,0.0516064370391842,0.175318931563521,-0.0226222020203713,-0.953545313951294,0.0163641903722841,-0.00942087698794855,0.00141221071785181,0.261612164640314,0.0951362098016999,0.0351475495558775,-0.162981570243228,-0.0380328384673858,0.0675107198561115,-0.0156308378741629,-0.00243320961880883,-0.0397832753823006,-0.0625037796914731
"Ran_rep",-0.0530458629723671,-0.0866681961915053,-0.0987591677134291,-0.0829159266344671,-0.074195801552106,-0.0906435371115629,-0.0677131494843154,-0.0587136540922978,-0.101587930689207,-0.0204834871753313,-0.0434666949967001,-0.0795314986638387,-0.0503351783575786,-1.01558526368353,-0.102023444839094,-0.112393777873755,-0.197586587195449,0.0374791273389481,-0.136312354445807,0.214498087913594,-0.148180967880372,-0.0926915944698898,-0.0926581631232182,-0.508270590926072,0.0433962993398164,0.287257960257564
"Bro_ere",0.0970308054810437,0.0335738317045285,0.0303214422363515,-0.0206153901399453,0.0477902132291864,-0.037014147119247,-0.00907171146718435,-0.00890042443275437,0.0559147232387062,0.0653705137068721,-0.0700155923310388,0.0218925076164843,-0.0244375265923292,-0.00729463533665767,-1.00624837053593,-0.00863003550774438,-0.0311370271448861,-0.109530086396961,-0.037256858048448,-0.0248625981251213,0.0834684407695952,-0.0576791884693248,-0.14287213951899,-0.0519616295549769,-0.0534937336172512,-0.0139079662362186
"Ran_acr",-0.023249976614679,-0.0143906811022187,0.0237687355722932,-0.0231610350531603,-0.00553445733115841,0.08859723379332,0.0560589719351466,0.0236378411316912,0.000229991861203369,0.00479483691620533,0.00345580065557834,-0.0443288086188333,0.0779190905628227,0.0105250220104841,0.181781744919408,-0.8337445019356,0.211805331046955,0.033247781818023,0.0743633520249089,0.278969721909417,0.1776349846731,-0.0323047149280122,0.00367019239873668,0.017798129674717,-0.0225984459964277,0.0113104977408796
"Bro_hor",0.0233437903238917,-0.00147744785345821,0.0221180920674069,-0.00876651761236846,-0.00779537810589592,-0.00414984416451982,0.0164603449405478,0.00325591012807705,0.0266712702482038,-0.00832920547827426,0.137499411431837,-0.00568894075557815,-0.0598370694464838,-0.00469289165566931,0.00435528991996802,0.0145819277143916,-1.16628174578789,0.11445043400494,0.10769622481409,-0.0666080364964257,0.0502832899536154,0.0852886202423801,-0.028159550540581,0.075525474359689,0.2292541332138,0.0101276685128227
