"combos","SND","SFD","overlap","differential","feasibility","pair_to_all","LUI"
"Alo_pra.Fes_rub.Ran_acr",1.40141590415367,48.5687162825131,0.973,-0.005,1,1,0.75
"Alo_pra.Fes_rub.Bro_hor",1.19881484529804,50.8166371516684,0.93,0.0259999999999999,1,1,0.75
"Alo_pra.Fes_rub.Pla_lan",1.60016695430768,36.7619184251482,0.965,-0.00900000000000001,1,1,0.75
"Alo_pra.Fes_rub.Ach_mil",0.787425401222791,60.6010999627051,0.674,0.0279999999999999,0,0.666666666666667,0.75
"Alo_pra.Fes_rub.Ant_syl",0.833182524761904,34.0014392564921,0.723,0.024,1,1,0.75
"Alo_pra.Fes_rub.Her_sph",0.234992561054833,25.3877504553178,0.155,0.049,1,1,0.75
"Alo_pra.Fes_rub.Hel_pub",0.862574116388873,17.8478489077038,0.496,0.077,1,1,0.75
"Alo_pra.Fes_rub.Bra_pin",1.00798914292754,23.2392373006748,0.709,-0.056,1,1,0.75
"Alo_pra.Tri_pra.Ran_rep",1.02605312171618,30.0894322330678,0.834,0.052,1,1,0.75
"Alo_pra.Tri_pra.Bro_ere",0.76078119888539,7.24208314363988,0.744,-0.016,1,1,0.75
"Alo_pra.Tri_pra.Ran_acr",1.14851763367011,29.7571957940132,0.797,0.088,1,1,0.75
"Alo_pra.Tri_pra.Bro_hor",1.01012091133596,28.0392275902345,0.908,0.0369999999999999,1,1,0.75
"Alo_pra.Tri_pra.Pla_lan",1.17788471888466,22.2124720153042,0.891,0.078,1,1,0.75
"Alo_pra.Tri_pra.Ach_mil",0.998248241989749,34.7610872935293,0.861,0.086,1,0.666666666666667,0.75
"Alo_pra.Tri_pra.Ant_syl",0.729965028066376,19.987922641056,0.723,-0.0580000000000001,1,1,0.75
"Alo_pra.Tri_pra.Her_sph",0.195558061848034,21.2506855022628,0.203,-0.021,1,1,0.75
"Alo_pra.Tri_pra.Hel_pub",0.425986813229748,15.2997722879261,0.413,-0.073,1,1,0.75
"Alo_pra.Tri_pra.Bra_pin",0.740081699304593,9.31505058775025,0.74,-0.025,1,1,0.75
"Alo_pra.Ran_rep.Ran_acr",1.25752791514973,57.4956566339609,0.891,0.00600000000000001,1,1,0.75
"Alo_pra.Ran_rep.Bro_hor",1.42974990340479,53.8826649094562,1,0,1,1,0.75
"Alo_pra.Ran_rep.Pla_lan",1.23203556543932,53.7585659242373,0.89,0.047,1,1,0.75
"Alo_pra.Ran_rep.Ach_mil",1.24816533882698,61.6391962744532,0.935,0.0439999999999999,1,1,0.75
"Alo_pra.Ran_rep.Ant_syl",0.960141342216966,38.7099441653353,0.793,0.0780000000000001,1,1,0.75
"Alo_pra.Ran_rep.Her_sph",0.344933381894944,21.0966753724081,0.25,0.079,1,1,0.75
"Alo_pra.Ran_rep.Hel_pub",0.591349395567094,29.2724017563873,0.441,0.0679999999999999,0,0.666666666666667,0.75
"Alo_pra.Bro_ere.Bro_hor",0.926925346455361,28.9747517154813,0.829,-0.0580000000000001,1,1,0.75
"Alo_pra.Bro_ere.Pla_lan",1.10318387126146,24.7993596524006,0.889,-0.005,1,1,0.75
"Alo_pra.Bro_ere.Ach_mil",0.835884388106377,29.8536763924344,0.724,-0.0820000000000001,1,1,0.75
"Alo_pra.Bro_ere.Ant_syl",0.711907023734084,20.2218653693275,0.686,-0.028,1,1,0.75
"Alo_pra.Bro_ere.Her_sph",0.211755029256165,22.4886007452895,0.171,-0.001,1,1,0.75
"Alo_pra.Bro_ere.Hel_pub",0.13412006260513,11.9868786340742,0.093,-0.01,0,0.666666666666667,0.75
"Alo_pra.Bro_ere.Bra_pin",1.1708364810957,25.2607187924518,0.839,0.051,1,1,0.75
"Alo_pra.Ran_acr.Bro_hor",1.37343248989079,49.8699787891952,0.962,-0.012,1,1,0.75
"Alo_pra.Ran_acr.Pla_lan",1.35866280236675,47.0870582287659,0.934,0.005,1,1,0.75
"Alo_pra.Ran_acr.Ach_mil",1.44912908551371,56.5693787684671,0.96,0.034,1,1,0.75
"Alo_pra.Ran_acr.Ant_syl",1.07494873173919,31.7868980491635,0.78,0.077,1,1,0.75
"Alo_pra.Ran_acr.Her_sph",0.329668535977946,17.0246257532934,0.172,0.092,1,1,0.75
"Alo_pra.Ran_acr.Hel_pub",0.783583833375834,16.1679133417927,0.472,0.148,1,1,0.75
"Alo_pra.Ran_acr.Bra_pin",1.10593164935469,30.3330479327636,0.871,-0.054,1,1,0.75
"Alo_pra.Bro_hor.Pla_lan",1.20821814931401,47.6575320741516,0.951,-0.013,1,1,0.75
"Alo_pra.Bro_hor.Ach_mil",1.25424135881666,55.7453056604663,1,0,1,1,0.75
"Alo_pra.Bro_hor.Ant_syl",0.928092270391515,35.1407225544923,0.843,0.0620000000000001,1,1,0.75
"Alo_pra.Bro_hor.Her_sph",0.310107145164493,18.3790264210487,0.224,0.032,1,1,0.75
"Alo_pra.Bro_hor.Hel_pub",0.539114092509098,28.0302298785578,0.467,0,1,1,0.75
"Alo_pra.Pla_lan.Ach_mil",1.18972226010335,52.4751487465561,0.934,0.001,1,1,0.75
"Alo_pra.Pla_lan.Ant_syl",1.0037682240119,28.4597687404427,0.811,0.056,1,1,0.75
"Alo_pra.Pla_lan.Her_sph",0.314072316375674,12.4806884017663,0.199,0.049,1,1,0.75
"Alo_pra.Pla_lan.Hel_pub",0.657855029316908,23.238818690094,0.524,0.094,1,1,0.75
"Alo_pra.Pla_lan.Bra_pin",0.663735394285816,29.6734244958231,0.554,-0.0599999999999999,1,1,0.75
"Alo_pra.Ach_mil.Ant_syl",0.944270539930763,38.2867729519403,0.814,0.041,1,1,0.75
"Alo_pra.Ach_mil.Her_sph",0.279198172255388,28.3300978657751,0.195,0.048,1,1,0.75
"Alo_pra.Ach_mil.Hel_pub",0.541110214970371,27.5566914752968,0.424,0.032,1,1,0.75
"Alo_pra.Ach_mil.Bra_pin",1.00784731744733,37.0158836711964,0.907,-0.0249999999999999,1,1,0.75
"Alo_pra.Ant_syl.Her_sph",0.21617700977899,8.88935505793821,0.179,0.011,1,1,0.75
"Alo_pra.Ant_syl.Hel_pub",0.363498478624566,27.042661271232,0.357,-0.028,0,0.666666666666667,0.75
"Alo_pra.Ant_syl.Bra_pin",0.767168363781132,16.5358966571726,0.765,-0.031,1,1,0.75
"Alo_pra.Her_sph.Hel_pub",0.118941208053811,27.5528203151171,0.105,-0.018,0,0.666666666666667,0.75
"Alo_pra.Hel_pub.Bra_pin",0.54062424116379,11.9237427717557,0.447,0.052,1,1,0.75
"Dac_glo.Arr_ela.Fes_rub",0.863887988673616,26.1802565640279,0.501,0.0399999999999999,1,1,0.75
"Dac_glo.Arr_ela.Tri_pra",0.893221715305645,42.7675701000302,0.587,-0.108,0,1,0.75
"Dac_glo.Arr_ela.Ran_rep",0.976531249740339,30.389195961283,0.748,-0.0630000000000001,1,1,0.75
"Dac_glo.Arr_ela.Bro_ere",0.639594028778855,18.4125680477519,0.457,-0.131,1,1,0.75
"Dac_glo.Arr_ela.Ran_acr",1.15805155557162,30.1061491030187,0.609,0.0599999999999999,1,1,0.75
"Dac_glo.Arr_ela.Bro_hor",1.12710304031467,24.2705031691432,0.679,-0.0970000000000001,1,1,0.75
"Dac_glo.Arr_ela.Pla_lan",0.79420505262834,30.8844780585757,0.436,0.233,1,0.666666666666667,0.75
"Dac_glo.Arr_ela.Ach_mil",1.4794404714962,39.2956025220603,0.723,0.256,1,1,0.75
"Dac_glo.Arr_ela.Ant_syl",0.96509304485861,32.8302316210879,0.491,0.269,1,0.666666666666667,0.75
"Dac_glo.Arr_ela.Her_sph",1.72012716604015,29.4774989402028,0.854,0.0780000000000001,1,1,0.75
"Dac_glo.Arr_ela.Hel_pub",0.485594595395799,27.5557277484856,0.227,-0.115,0,0.666666666666667,0.75
"Dac_glo.Arr_ela.Bra_pin",0.68746404328417,17.7520027334072,0.528,-0.0650000000000001,1,1,0.75
"Dac_glo.Fes_rub.Tri_pra",0.804762055845808,46.7167616033661,0.535,-0.0249999999999999,0,1,0.75
"Dac_glo.Fes_rub.Ran_rep",0.859741009805626,15.8183835636561,0.619,0.041,1,1,0.75
"Dac_glo.Fes_rub.Bro_ere",0.435411976706207,31.599960939662,0.318,-0.034,1,1,0.75
"Dac_glo.Fes_rub.Ran_acr",0.667375771028067,30.6409516463464,0.48,-0.034,1,1,0.75
"Dac_glo.Fes_rub.Bro_hor",1.13664628305982,17.9508051473213,0.65,0.096,1,1,0.75
"Dac_glo.Fes_rub.Pla_lan",0.448364580849659,48.5925520139173,0.276,-0.194,0,0.666666666666667,0.75
"Dac_glo.Fes_rub.Ach_mil",0.586928339834312,24.6251060848771,0.406,0.087,0,0.666666666666667,0.75
"Dac_glo.Fes_rub.Ant_syl",0.416754108962668,41.8998417279634,0.343,-0.115,0,0.666666666666667,0.75
"Dac_glo.Fes_rub.Her_sph",1.10698386635904,2.68614465728746,0.476,0.32,1,1,0.75
"Dac_glo.Fes_rub.Hel_pub",1.31456642204311,35.4051089641182,0.444,0.196,1,1,0.75
"Dac_glo.Fes_rub.Bra_pin",0.568519589806735,38.1465166631704,0.368,-0.147,0,1,0.75
"Dac_glo.Tri_pra.Ran_rep",0.985155774515447,50.0063975387841,0.917,0.004,1,1,0.75
"Dac_glo.Tri_pra.Bro_ere",0.691926859854172,21.5303605263402,0.644,-0.0259999999999999,1,1,0.75
"Dac_glo.Tri_pra.Ran_acr",0.887414346705025,51.0394669447219,0.743,-0.043,1,1,0.75
"Dac_glo.Tri_pra.Bro_hor",1.45532003498238,42.5731267304301,0.979,0.02,1,1,0.75
"Dac_glo.Tri_pra.Pla_lan",0.662130141115197,52.6620207660446,0.575,0.014,0,0.666666666666667,0.75
"Dac_glo.Tri_pra.Ach_mil",1.1444320663831,52.433307510222,0.856,0.015,1,0.666666666666667,0.75
"Dac_glo.Tri_pra.Ant_syl",0.626073163819696,48.2260105167158,0.57,-0.001,0,0.666666666666667,0.75
"Dac_glo.Tri_pra.Her_sph",1.27543872747798,34.21288862678,0.814,0.0650000000000001,1,1,0.75
"Dac_glo.Tri_pra.Hel_pub",1.14697360777827,6.00311181651027,0.618,0.072,1,1,0.75
"Dac_glo.Tri_pra.Bra_pin",0.716046119411767,33.4691079472267,0.666,0,1,1,0.75
"Dac_glo.Ran_rep.Bro_ere",0.658063733367413,35.5173414892492,0.611,-0.046,1,1,0.75
"Dac_glo.Ran_rep.Ran_acr",0.711754210226356,26.2105830500648,0.704,-0.038,1,1,0.75
"Dac_glo.Ran_rep.Bro_hor",1.33298547968516,19.8287904247863,0.91,-0.004,1,1,0.75
"Dac_glo.Ran_rep.Pla_lan",0.525511604382181,43.8217748370751,0.507,0.00700000000000001,0,0.666666666666667,0.75
"Dac_glo.Ran_rep.Ach_mil",0.966227536254005,17.9285437480574,0.789,-0.0229999999999999,1,1,0.75
"Dac_glo.Ran_rep.Ant_syl",0.559225408233383,40.277686303761,0.559,-0.00700000000000001,0,0.666666666666667,0.75
"Dac_glo.Ran_rep.Her_sph",1.60154790359141,21.3650485249449,0.925,0.0479999999999999,1,1,0.75
"Dac_glo.Ran_rep.Hel_pub",0.994865927440155,39.9331743050764,0.633,-0.0589999999999999,0,0.666666666666667,0.75
"Dac_glo.Ran_rep.Bra_pin",0.702641387818368,39.2074454180948,0.662,-0.0369999999999999,1,1,0.75
"Dac_glo.Bro_ere.Ran_acr",0.556146460594804,32.7475472319869,0.52,-0.029,1,1,0.75
"Dac_glo.Bro_ere.Bro_hor",0.765471846892417,28.2383382406527,0.522,-0.15,1,1,0.75
"Dac_glo.Bro_ere.Pla_lan",0.467792883854351,38.545439343216,0.347,0.133,0,0.666666666666667,0.75
"Dac_glo.Bro_ere.Ach_mil",0.626758977942405,32.0739124142763,0.506,-0.0379999999999999,1,1,0.75
"Dac_glo.Bro_ere.Ant_syl",0.428400641341539,34.4287949025094,0.401,0.059,1,0.666666666666667,0.75
"Dac_glo.Bro_ere.Her_sph",0.554057640053948,19.6755954753017,0.338,-0.238,1,1,0.75
"Dac_glo.Bro_ere.Hel_pub",0.171597245107511,13.1443037349342,0.093,-0.02,0,0.666666666666667,0.75
"Dac_glo.Bro_ere.Bra_pin",0.806770812973676,34.9871558215338,0.502,0.174,1,1,0.75
"Dac_glo.Ran_acr.Bro_hor",1.07956416951196,18.9242708348456,0.72,0.011,1,1,0.75
"Dac_glo.Ran_acr.Pla_lan",0.486348865407937,34.2622206818669,0.436,0.037,0,0.666666666666667,0.75
"Dac_glo.Ran_acr.Ach_mil",0.957646720602044,36.1679545033635,0.665,0.0930000000000001,1,1,0.75
"Dac_glo.Ran_acr.Ant_syl",0.520575003471837,32.3276580781391,0.451,0.038,0,0.666666666666667,0.75
"Dac_glo.Ran_acr.Her_sph",0.996775411111208,16.5593201115925,0.638,-0.085,1,1,0.75
"Dac_glo.Ran_acr.Hel_pub",1.09588340309497,26.994747286392,0.605,0.029,1,1,0.75
"Dac_glo.Ran_acr.Bra_pin",0.624300257799115,32.4358824886275,0.612,-0.015,0,1,0.75
"Dac_glo.Bro_hor.Pla_lan",0.781106219212956,36.9794131320098,0.515,0.143,0,0.666666666666667,0.75
"Dac_glo.Bro_hor.Ach_mil",1.50087410991977,28.6944548226877,0.84,0.14,1,1,0.75
"Dac_glo.Bro_hor.Ant_syl",0.837054620959648,36.9318103467102,0.584,0.115,0,0.666666666666667,0.75
"Dac_glo.Bro_hor.Her_sph",2.17271624511547,39.428807569481,0.94,0.001,1,1,0.75
"Dac_glo.Bro_hor.Hel_pub",1.10633027279657,36.8136257447683,0.581,-0.145,1,1,0.75
"Dac_glo.Bro_hor.Bra_pin",0.922154679950484,33.1689505547181,0.665,-0.011,1,1,0.75
"Dac_glo.Pla_lan.Ach_mil",0.546795356922488,45.5022338939684,0.478,-0.094,0,0.666666666666667,0.75
"Dac_glo.Pla_lan.Ant_syl",0.328312275276448,43.97069726735,0.312,-0.089,0,0.333333333333333,0.75
"Dac_glo.Pla_lan.Her_sph",0.910094539132435,29.0728606035618,0.48,0.203,0,0.666666666666667,0.75
"Dac_glo.Pla_lan.Hel_pub",0.911087460190344,33.6138537978922,0.341,0.288,1,0.666666666666667,0.75
"Dac_glo.Pla_lan.Bra_pin",0.320358287713017,34.8125643444657,0.298,-0.034,0,0.666666666666667,0.75
"Dac_glo.Ach_mil.Ant_syl",0.598736417714016,43.6049014849776,0.465,-0.094,0,0.666666666666667,0.75
"Dac_glo.Ach_mil.Her_sph",1.61762377048708,30.563989615868,0.786,0.091,1,1,0.75
"Dac_glo.Ach_mil.Hel_pub",1.22731974663647,28.2745325011494,0.544,0.033,1,1,0.75
"Dac_glo.Ach_mil.Bra_pin",0.775207118361022,41.2511702297771,0.632,-0.044,1,1,0.75
"Dac_glo.Ant_syl.Her_sph",1.08708797380304,36.8961761257552,0.57,0.199,0,0.666666666666667,0.75
"Dac_glo.Ant_syl.Hel_pub",0.702567357153139,35.2210154512089,0.256,0.281,0,0.333333333333333,0.75
"Dac_glo.Ant_syl.Bra_pin",0.450790206938096,37.3859331635925,0.467,-0.055,0,0.666666666666667,0.75
"Dac_glo.Her_sph.Hel_pub",1.03792461975093,38.4615969699633,0.486,-0.17,0,0.666666666666667,0.75
"Dac_glo.Her_sph.Bra_pin",0.948617870349096,25.1538796799418,0.581,-0.0559999999999999,1,1,0.75
"Dac_glo.Hel_pub.Bra_pin",0.987905770808403,12.3571210308401,0.541,0.019,1,1,0.75
"Arr_ela.Fes_rub.Tri_pra",0.695194035942012,35.3346195302954,0.523,-0.0169999999999999,0,1,0.75
"Arr_ela.Fes_rub.Ran_rep",0.980442513689099,24.9647099060058,0.769,-0.0479999999999999,1,1,0.75
"Arr_ela.Fes_rub.Bro_ere",0.554946008268086,23.3357811781697,0.485,-0.085,1,1,0.75
"Arr_ela.Fes_rub.Ran_acr",1.28595547760811,25.7191757458218,0.761,0.114,1,1,0.75
"Arr_ela.Fes_rub.Bro_hor",0.863664393140928,26.7646304577697,0.653,-0.0499999999999999,1,1,0.75
"Arr_ela.Fes_rub.Pla_lan",1.25465137358228,7.23658465019472,0.769,0.0339999999999999,1,1,0.75
"Arr_ela.Fes_rub.Ach_mil",0.784979122319116,50.4394823500487,0.564,0.137,0,0.666666666666667,0.75
"Arr_ela.Fes_rub.Ant_syl",1.11761861297212,23.6132098588947,0.739,0.091,1,1,0.75
"Arr_ela.Fes_rub.Her_sph",0.945626586562422,40.7851674435889,0.638,0.191,1,1,0.75
"Arr_ela.Fes_rub.Hel_pub",0.447770091725115,35.5526694751007,0.248,-0.137,0,0.666666666666667,0.75
"Arr_ela.Fes_rub.Bra_pin",0.718600391435983,12.1460631970667,0.497,-0.147,1,1,0.75
"Arr_ela.Tri_pra.Ran_rep",0.750555816775061,43.7637919274683,0.638,-0.027,1,1,0.75
"Arr_ela.Tri_pra.Bro_ere",0.664531102874912,27.4656793348275,0.615,0.033,1,1,0.75
"Arr_ela.Tri_pra.Ran_acr",1.13176578041309,40.8919790315228,0.619,0.115,1,1,0.75
"Arr_ela.Tri_pra.Bro_hor",0.776851304783915,43.8894250844381,0.591,-0.113,0,1,0.75
"Arr_ela.Tri_pra.Pla_lan",1.03783501516252,37.990014246394,0.71,0.0820000000000001,1,1,0.75
"Arr_ela.Tri_pra.Ach_mil",1.04073721313149,46.6129439328173,0.717,0.096,0,0.666666666666667,0.75
"Arr_ela.Tri_pra.Ant_syl",1.09510568396088,30.7725611169588,0.717,0.136,1,1,0.75
"Arr_ela.Tri_pra.Her_sph",0.922269227103677,35.7558764330918,0.58,0.242,1,1,0.75
"Arr_ela.Tri_pra.Hel_pub",0.324653748753671,35.1908751563107,0.275,-0.052,0,0.666666666666667,0.75
"Arr_ela.Tri_pra.Bra_pin",0.602540991216918,29.9416643767395,0.521,-0.005,0,1,0.75
"Arr_ela.Ran_rep.Bro_ere",0.766334896707564,33.8323369545521,0.767,-0.041,1,1,0.75
"Arr_ela.Ran_rep.Ran_acr",1.05510463925379,39.6177718684222,0.79,0.0149999999999999,1,1,0.75
"Arr_ela.Ran_rep.Bro_hor",0.952062385206202,30.5974145633052,0.831,-0.048,1,1,0.75
"Arr_ela.Ran_rep.Pla_lan",0.957767628128868,33.8979836981109,0.825,0.045,1,1,0.75
"Arr_ela.Ran_rep.Ach_mil",1.07160611512675,51.798666464625,0.907,0.021,1,1,0.75
"Arr_ela.Ran_rep.Ant_syl",1.10930107160004,36.4004948531324,0.89,0.023,1,1,0.75
"Arr_ela.Ran_rep.Her_sph",1.41428485845403,40.1083171445309,0.95,0.048,1,1,0.75
"Arr_ela.Ran_rep.Hel_pub",0.372896159555398,37.4281440955998,0.337,-0.03,0,0.333333333333333,0.75
"Arr_ela.Ran_rep.Bra_pin",0.729904587214201,27.3268060988591,0.704,-0.0570000000000001,1,1,0.75
"Arr_ela.Bro_ere.Ran_acr",0.905834075406882,26.1623249254379,0.67,-0.103,1,1,0.75
"Arr_ela.Bro_ere.Bro_hor",0.748850791984711,32.445538383703,0.685,-0.0499999999999999,1,1,0.75
"Arr_ela.Bro_ere.Pla_lan",0.967861266479679,25.9908525156649,0.824,0.005,1,1,0.75
"Arr_ela.Bro_ere.Ach_mil",0.802779716013302,30.343444096926,0.678,-0.099,1,1,0.75
"Arr_ela.Bro_ere.Ant_syl",0.888561402813947,18.9367285951965,0.647,-0.111,1,1,0.75
"Arr_ela.Bro_ere.Her_sph",0.681580606931129,22.7283054481576,0.524,-0.132,1,1,0.75
"Arr_ela.Bro_ere.Hel_pub",0.0999779613136369,18.287661225344,0.058,-0.018,0,0.333333333333333,0.75
"Arr_ela.Bro_ere.Bra_pin",0.916163111747458,34.3469244776711,0.714,0.0720000000000001,1,1,0.75
"Arr_ela.Ran_acr.Bro_hor",1.25728570504484,31.6358904338347,0.821,0.0870000000000001,1,1,0.75
"Arr_ela.Ran_acr.Pla_lan",1.29443127396672,30.9752072110358,0.866,0.00700000000000001,1,1,0.75
"Arr_ela.Ran_acr.Ach_mil",1.50508055941077,57.0759928973266,0.901,0.0619999999999999,1,1,0.75
"Arr_ela.Ran_acr.Ant_syl",1.42462603277944,37.4799247797722,0.869,0.049,1,1,0.75
"Arr_ela.Ran_acr.Her_sph",1.28958453119311,50.6414931125822,0.826,-0.011,1,1,0.75
"Arr_ela.Ran_acr.Hel_pub",0.685626418625502,22.2275112466894,0.31,0.155,1,0.666666666666667,0.75
"Arr_ela.Ran_acr.Bra_pin",0.985287460541933,18.1247250455212,0.686,0.05,1,1,0.75
"Arr_ela.Bro_hor.Pla_lan",1.02543435846519,26.6160205310821,0.849,0.0610000000000001,1,1,0.75
"Arr_ela.Bro_hor.Ach_mil",1.19126820093239,47.437888797139,0.885,0.084,1,1,0.75
"Arr_ela.Bro_hor.Ant_syl",1.22679004045349,32.0771115921326,0.872,0.113,1,1,0.75
"Arr_ela.Bro_hor.Her_sph",1.55399771728101,29.68937909301,0.889,0.0669999999999999,1,1,0.75
"Arr_ela.Bro_hor.Hel_pub",0.366869797734002,35.8848188618983,0.353,-0.076,0,0.666666666666667,0.75
"Arr_ela.Bro_hor.Bra_pin",0.729737932568254,26.2154007543027,0.677,-0.0609999999999999,1,1,0.75
"Arr_ela.Pla_lan.Ach_mil",1.18802958129221,44.5114151798073,0.911,-0.0239999999999999,1,1,0.75
"Arr_ela.Pla_lan.Ant_syl",1.31582038548954,25.8686928417362,0.954,-0.003,1,1,0.75
"Arr_ela.Pla_lan.Her_sph",1.26120648274608,38.0538478839335,0.931,-0.019,1,1,0.75
"Arr_ela.Pla_lan.Hel_pub",0.50129218636569,29.7093757417315,0.414,0.06,0,0.666666666666667,0.75
"Arr_ela.Pla_lan.Bra_pin",0.555954693652877,12.9168054402524,0.491,-0.022,1,1,0.75
"Arr_ela.Ach_mil.Ant_syl",1.40395161519884,49.4854419154991,0.95,0.001,1,1,0.75
"Arr_ela.Ach_mil.Her_sph",1.363169428544,63.6276397354669,0.951,0.024,1,1,0.75
"Arr_ela.Ach_mil.Hel_pub",0.470875046456185,32.5628114758891,0.29,0.001,0,0.666666666666667,0.75
"Arr_ela.Ach_mil.Bra_pin",0.931126928587586,32.6778469268157,0.775,0.00900000000000001,1,1,0.75
"Arr_ela.Ant_syl.Her_sph",1.64397282117351,49.6879386560413,0.919,0.0339999999999999,1,1,0.75
"Arr_ela.Ant_syl.Hel_pub",0.409054146728987,28.6047860760156,0.217,0.044,0,0.333333333333333,0.75
"Arr_ela.Ant_syl.Bra_pin",0.955188919755084,10.0720475477219,0.696,-0.00700000000000001,1,1,0.75
"Arr_ela.Her_sph.Hel_pub",0.483090676975051,33.7417975493108,0.27,0.04,0,0.333333333333333,0.75
"Arr_ela.Her_sph.Bra_pin",0.916287766447295,25.254133786728,0.709,0.00700000000000001,1,1,0.75
"Arr_ela.Hel_pub.Bra_pin",0.368800272390923,27.0189078353825,0.315,-0.023,0,0.666666666666667,0.75
"Fes_rub.Tri_pra.Ran_rep",1.02979305320536,34.3172682852523,0.795,-0.0089999999999999,1,1,0.75
"Fes_rub.Tri_pra.Bro_ere",0.609983575035117,16.2072870957865,0.495,-0.083,1,1,0.75
"Fes_rub.Tri_pra.Ran_acr",1.09623937558534,34.2760991448202,0.793,0.0619999999999999,1,1,0.75
"Fes_rub.Tri_pra.Bro_hor",1.03455783267538,37.9421988157622,0.766,0.011,1,1,0.75
"Fes_rub.Tri_pra.Pla_lan",1.28011826765458,21.4343899289925,0.82,0.019,1,1,0.75
"Fes_rub.Tri_pra.Ach_mil",0.676507442356553,50.1730388488488,0.511,0.099,0,0.333333333333333,0.75
"Fes_rub.Tri_pra.Ant_syl",0.826098650352526,30.0900358511562,0.674,-0.0499999999999999,1,1,0.75
"Fes_rub.Tri_pra.Her_sph",0.631110954403801,39.1739415615107,0.54,-0.018,1,1,0.75
"Fes_rub.Tri_pra.Hel_pub",0.957487133941686,14.4585709377949,0.549,-0.215,1,1,0.75
"Fes_rub.Tri_pra.Bra_pin",0.788205385964359,13.4995485399504,0.542,-0.116,1,1,0.75
"Fes_rub.Ran_rep.Bro_ere",0.713940372408115,31.8569576088649,0.587,-0.0790000000000001,1,1,0.75
"Fes_rub.Ran_rep.Ran_acr",1.12736411803063,25.5970595431813,0.887,0.024,1,1,0.75
"Fes_rub.Ran_rep.Bro_hor",1.32554443393396,10.5049749582146,0.933,0.0569999999999999,1,1,0.75
"Fes_rub.Ran_rep.Pla_lan",1.33290182109226,31.6923078925167,0.853,0.11,1,1,0.75
"Fes_rub.Ran_rep.Ach_mil",0.724967509109807,35.8928012210303,0.624,0.046,0,0.666666666666667,0.75
"Fes_rub.Ran_rep.Ant_syl",0.940514382082165,26.0429800945985,0.75,-0.015,1,1,0.75
"Fes_rub.Ran_rep.Her_sph",1.01280366108983,13.6228528092256,0.767,0.0469999999999999,1,1,0.75
"Fes_rub.Ran_rep.Hel_pub",1.47529699461332,42.0906826145579,0.814,0.0680000000000001,1,0.666666666666667,0.75
"Fes_rub.Ran_rep.Bra_pin",1.05580764376979,27.0591827420728,0.719,-0.037,1,1,0.75
"Fes_rub.Bro_ere.Ran_acr",0.654855567452318,27.820292234951,0.576,-0.0740000000000001,1,1,0.75
"Fes_rub.Bro_ere.Bro_hor",0.658503951970204,34.3847911831955,0.552,-0.0750000000000001,1,1,0.75
"Fes_rub.Bro_ere.Pla_lan",0.834550642458648,21.3168512689105,0.564,-0.112,1,1,0.75
"Fes_rub.Bro_ere.Ach_mil",0.417273968248755,40.768011793398,0.403,-0.033,0,0.666666666666667,0.75
"Fes_rub.Bro_ere.Ant_syl",0.553311338406207,28.0188096567651,0.54,-0.083,1,1,0.75
"Fes_rub.Bro_ere.Her_sph",0.397183142483426,33.0659058835225,0.409,-0.064,1,1,0.75
"Fes_rub.Bro_ere.Hel_pub",0.130099558040639,19.6619947754748,0.077,-0.107,0,0.666666666666667,0.75
"Fes_rub.Bro_ere.Bra_pin",0.972254651560039,27.5814301778554,0.596,0.048,1,1,0.75
"Fes_rub.Ran_acr.Bro_hor",1.19008556020495,29.3065890831901,0.91,0.0289999999999999,1,1,0.75
"Fes_rub.Ran_acr.Pla_lan",1.32879079544587,6.64635108330664,0.929,-0.0189999999999999,1,1,0.75
"Fes_rub.Ran_acr.Ach_mil",0.792272273177517,51.5735554642692,0.604,0.0369999999999999,0,0.666666666666667,0.75
"Fes_rub.Ran_acr.Ant_syl",0.968389152186003,16.3836375876129,0.766,-0.0599999999999999,1,1,0.75
"Fes_rub.Ran_acr.Her_sph",0.785017897556069,32.7338987853671,0.689,0.016,1,1,0.75
"Fes_rub.Ran_acr.Hel_pub",1.62838721499522,29.636175732038,0.907,-0.0269999999999999,1,1,0.75
"Fes_rub.Ran_acr.Bra_pin",1.01952329857634,16.9212248114852,0.735,-0.038,1,1,0.75
"Fes_rub.Bro_hor.Pla_lan",1.20430555538434,35.4644606994447,0.835,-0.048,1,1,0.75
"Fes_rub.Bro_hor.Ach_mil",0.740661580923576,35.3144933680898,0.599,0.0649999999999999,0,0.666666666666667,0.75
"Fes_rub.Bro_hor.Ant_syl",0.924803102592527,32.5458330086374,0.79,-0.018,1,1,0.75
"Fes_rub.Bro_hor.Her_sph",1.12584919348742,6.92404138181345,0.708,0.147,1,1,0.75
"Fes_rub.Bro_hor.Hel_pub",1.20325514689561,47.0335584609967,0.745,-0.091,0,1,0.75
"Fes_rub.Bro_hor.Bra_pin",0.9604745687651,33.621393179156,0.664,-0.072,1,1,0.75
"Fes_rub.Pla_lan.Ach_mil",0.78605142829017,47.4059781183674,0.542,0.024,0,0.666666666666667,0.75
"Fes_rub.Pla_lan.Ant_syl",1.06527855853784,10.2116402397633,0.746,-0.084,1,1,0.75
"Fes_rub.Pla_lan.Her_sph",0.953538066794676,33.1618241683905,0.676,0.0580000000000001,1,1,0.75
