"","Poa_tri","Poa_pra","Alo_pra","Dac_glo","Tri_rep","Tar_off","Lol_per","Arr_ela","Fes_rub","Fes_pra","Tri_fla","Ely_rep","Tri_pra","Ran_rep","Bro_ere","Ran_acr","Bro_hor","Pla_lan","Ach_mil","Ant_syl","Her_sph","Gal_mol","Hol_lan","Hel_pub","Car_hir","Bra_pin"
"Ely_rep",-0.0317332289875458,0.0781100608291228,0.015620928691129,0.00529387140107767,-0.0242040418259971,0.00970858277067122,0.00152669045835067,-0.00971688139540681,-0.0534774163110413,0.0126037006199026,0.00309328244207348,-0.396593079471979,0.0117128342945841,-0.00997320909205402,-0.0567600789580878,-0.0834475341563113,-0.0478863826492293,0.0120999080707743,0.0124272052856882,0.0279844908227554,0.10903795185209,-0.18632390920745,0.0232612885338619,0.0264284036747611,0.0975034923802416,-0.0391200936626245
"Tri_pra",0.0228133779786915,-0.0266231078685693,-0.00655862244501929,-0.0253686321432345,-0.00437537034230249,-0.0514598591689657,-0.0279602250806081,-0.0365675958573846,-0.00423238327082718,-0.0225107218089808,-0.0671373775662475,-0.00364809981013529,0.131287262971029,0.00132811412091774,-0.0100853698193558,-0.0107234429190553,-0.113314180056504,-0.0520418801234644,-0.00233018286152453,0.127814212331932,0.0231858945409026,-0.0706389647954548,-0.0258788296749552,0.00861913899565597,0.0295410779241495,0.0796755063045495
"Ran_rep",0.0221698078153055,0.0380793946436061,0.0377978661175583,0.0347680342044917,0.0302251119903333,0.0417058662349472,0.0271701252276029,0.0299351758750257,0.0609064428627449,0.0178426720765517,0.023771258220797,0.0334566735997445,0.0211991546861863,0.038093913388804,0.0483980940973228,0.0573421083010609,0.0760056765094197,-0.012751885822172,0.0593088172084675,-0.126834298416108,0.0655288784650465,0.027318716701016,0.0373950662880596,0.377328198494749,-0.0280419409687982,-0.0768388086479057
"Bro_ere",-0.0364623883643653,-0.0204142589503674,-0.0187658842128545,0.00491544130096567,-0.0287193961550633,0.00837804061419215,-0.0069847871882947,-0.00767288822017815,-0.0496474836450868,-0.0318659652858017,0.016068699049742,-0.00503684674872312,0.00979442194706946,-0.0112473201290405,0.303571146701315,-0.00527815616678475,0.0101590733286177,0.0303697624899363,0.00497218891287747,0.00995310009300863,-0.0634186685149315,0.00636934461329841,0.0915458927149406,0.0220932655895159,0.00219696553991583,-0.0189752039242594
"Ran_acr",0.0162645568280217,0.00792802596252188,-0.0210358593143939,0.0119004204035323,0.0119525956904234,-0.0485734264416449,-0.0461428300624402,-0.0229409752328298,-0.0193034444314331,-0.00649474428608269,-0.0129672697042996,0.0141284658932653,-0.0704670746387772,-0.0172020020367914,-0.125806217395541,-0.0121518267706367,-0.129721090045003,0.0172322060518634,-0.017233486803417,-0.142463304062171,-0.076011719481807,-0.00851503276708462,-0.0175874200034632,-0.0333143508559355,-0.00256829129740532,-0.0131369610147402
"Bro_hor",-0.00628735886065444,-0.00388609158518783,-0.00263931110283153,0.0102358299931671,0.016843982816415,0.00373016498477339,-0.00386432345672111,-0.00397044144979114,-0.00329731652131874,0.00313047743650072,-0.0439427385876929,0.00343037002126352,0.0587980559588061,0.00300148891998133,-0.00279691480252844,-0.00106180635318701,0.275883540914922,-0.0720987822239771,-0.0346627824421637,0.0806695249089691,-0.017066699063669,-0.0362913749241749,0.0158849516207383,-0.0276557834492516,-0.108293536383461,-0.0195500088259372
"Pla_lan",-0.00296791590236465,-0.0054522679938926,0.000348412438601344,0.0201362981269849,0.00555459495821143,-0.000827600127438326,0.00360740566293147,0.00530237107262854,0.0145289715305104,-0.00110272525490572,-0.0288000671038881,-0.00092000998024177,-0.0255655318179398,0.00422247276650221,0.0134900755204343,0.0257659176723609,0.0469218115386036,0.0411098385174346,0.0230933047145741,-0.0552182401550773,0.0177070614355264,-0.0121708306262063,-0.0265846200926709,0.0276276376070978,-0.0116228069459196,0.0726921385224568
"Ach_mil",0.0144041062169752,0.00794475773930481,-0.00590062727803655,-0.0216202425841134,-0.021960241237293,0.0486795766898781,-0.022338532341419,0.0027490547216595,0.0484828906830713,-0.0150618237710036,-0.0589314498396538,-0.00464385151783254,0.000512678759694902,-0.00497091280490051,-0.00714659773943018,0.0096192055216326,0.0440984341262599,0.0408496047607122,0.0165778682106144,0.0163686543552777,-0.019775665230618,-0.0199051540456929,-0.0171542204712627,0.00994789982781648,-0.0806156929745362,-0.0144572714801329
"Ant_syl",-0.00124089039404283,-0.0117586259950212,-0.00562425718648796,0.0064697066083859,0.00790511792893624,-0.00729077662785772,-0.000696323541286296,-0.00928179455441815,-0.00024925651160099,-0.00768223961496309,0.0603955638009767,0.0104505209180971,0.00630203175858985,-0.0124072401106954,-0.00582700488269818,-0.0128540154433,-0.0526942631819165,-0.0722147150798855,0.00486783369066834,0.0919449049276383,-0.0578486392183693,-0.00263365118227846,-0.000480189864856621,0.000169432886310157,0.0448782129990953,0.00734653485687367
"Her_sph",0.00708916930131566,-0.0022640058910979,0.00823038589849552,-0.00537246526412526,-0.00124818721096069,0.00357097158608108,-0.00469072213594256,-0.0127941786136505,0.00202900331335168,-0.000401591848301216,0.0228998860028045,-0.000402255012979669,0.03860018291482,-0.00882565683916093,-0.0219061427726772,-0.00511421097817167,0.065917100967902,-0.0110573915010329,0.013202637729508,-0.00198240835215917,-0.0402341725900575,0.102840132761998,-0.00288799733355163,0.0270986862671317,-0.000920336710002023,-0.00993314246519716
"Gal_mol",-0.00313101814068772,-0.0101163192224417,0.00849728874789391,0.0105016522365062,0.0080338694214374,0.00769398495291835,0.0097106151112325,-0.00981081580074536,0.00637830096204698,0.0233950081211075,0.0136812390353939,-0.00576964972362713,0.0336822332532869,-0.00413147189141086,0.00767866668356573,-0.0112958879716405,0.0544669807681031,-0.00551472725025756,-0.00827422500733109,-0.033015548224477,-0.03720747922566,0.0497630528905599,0.0169970900496931,0.0887898960772529,0.000107551831597137,-0.000591933600342694
"Hol_lan",-0.0266722729743325,-0.00815624673256572,-0.0046695221455746,-0.000311868392618877,-0.0111431203069937,0.00641868483203669,0.0184369556037012,0.00439482361527987,-0.0187565790255622,-0.00611971559152409,-0.0195636440143685,0.00618348246733901,-0.026737752485209,-0.00167835895179322,0.0235822010062574,0.0079737357954609,0.030328054814486,0.107220183292452,-0.0323242469124552,0.0244311249564152,0.0345658395892266,0.00445179042858093,-0.0334004873052654,0.000706086269623227,0.12869136576912,0.00429784121989331
"Hel_pub",0.0132506794437509,0.0265474329690416,0.00848192877970621,0.0131391647258397,0.00677169910427853,0.0141413274077105,0.00639620311193501,0.0143032431432981,-0.0228719717204993,0.00552239534405129,-0.0180055778758425,0.00870583512921876,-0.00226776311071919,0.129545138596098,0.0161199778523881,0.0247846359386893,0.0125176584201478,-0.0365045754558695,0.0285687690539328,0.0447670450143739,-0.00500123801683278,-0.033298287527554,0.00130733828622252,-0.113024733028147,0.141821914171677,-0.0178109260227969
"Car_hir",0.0151493043765307,0.00374469366774029,0.00712224824779147,0.0160194517142563,-0.00119624011421908,0.0291480039533007,0.0103049059197456,0.0164807351384162,-0.00970584254781201,-0.0010043305188635,-0.0184008048878086,0.0167009323123746,-0.0122335554182023,0.0506393420111295,-0.0190479902348897,0.00761064855919319,-0.0247902136946939,0.0537716718394186,-0.012670035963405,0.0269734256930708,-0.00102211602295988,0.00386902510855722,0.133996779940225,-0.0180756229658927,0.221128073592458,0.0109508243093281
"Bra_pin",0.0235009144460793,0.0128742677367361,0.0226000668366045,0.0223846798917408,0.0248402476322725,0.0256866415418707,0.0209399413445763,0.01909837675687,0.034514323315238,0.0195506910160947,0.0342097973893999,0.0266952631709262,0.0417425676360324,-0.0216796641957492,0.0354406319388369,0.0249198533038646,0.0177742712340526,-0.00252795476680359,0.0297189925049416,0.00927214492205881,0.0186385085117511,0.0273386099465298,0.0254064254978598,-0.00750390395436973,0.0416936631715727,0.36816842081146
