"species","LUI","SND","SFD","Type"
"Poa_tri.Alo_pra.Arr_ela","0.5",0.95684190511733,11.2867315490263,"Predicted"
"Poa_tri.Alo_pra.Tri_pra","0.5",0.973886569351323,7.67128567898399,"Predicted"
"Poa_tri.Alo_pra.Ran_rep","0.5",1.33964488857559,33.6984934985334,"Predicted"
"Poa_tri.Alo_pra.Bro_ere","0.5",0.90496386881363,11.3863539453757,"Predicted"
"Poa_tri.Alo_pra.Ran_acr","0.5",1.54188519889811,25.3330609264433,"Predicted"
"Poa_tri.Alo_pra.Pla_lan","0.5",0.971663947535293,22.3816096681698,"Predicted"
"Poa_tri.Alo_pra.Ach_mil","0.5",1.00645787750711,35.0598912470086,"Predicted"
"Poa_tri.Alo_pra.Ant_syl","0.5",0.578260305249528,11.0894649136098,"Predicted"
"Poa_tri.Alo_pra.Her_sph","0.5",0.483109523375865,29.3380375541558,"Predicted"
"Poa_tri.Alo_pra.Hel_pub","0.5",0.587138924026365,13.3416095261684,"Predicted"
"Poa_tri.Alo_pra.Pha_aru","0.5",1.60568459820699,33.7552895845013,"Predicted"
"Poa_tri.Alo_pra.Ant_odo","0.5",0.873412386281383,31.2705395229087,"Predicted"
"Poa_tri.Alo_pra.Ver_cha","0.5",1.02775675942233,20.0901098720992,"Predicted"
"Poa_tri.Alo_pra.Fes_ovi","0.5",0.890178643106556,2.69369969811997,"Predicted"
"Poa_tri.Alo_pra.Rum_ace","0.5",1.25372123500251,30.6269111634622,"Predicted"
"Poa_tri.Alo_pra.Des_ces","0.5",0.912475902932044,25.2745310686,"Predicted"
"Poa_tri.Alo_pra.Agr_sto","0.5",1.19387870641867,32.0799509988151,"Predicted"
"Poa_tri.Alo_pra.Cre_bie","0.5",2.67703620138819,39.5152240356704,"Predicted"
"Poa_tri.Alo_pra.Pla_med","0.5",0.557403631148613,21.0497097809252,"Predicted"
"Poa_tri.Alo_pra.Thy_pul","0.5",0.665282454787824,3.03871754740791,"Predicted"
"Poa_tri.Alo_pra.Lol_mul","0.5",1.02794012973496,13.5365789808544,"Predicted"
"Poa_tri.Alo_pra.Tri_dub","0.5",0.885733101958437,30.5701363646205,"Predicted"
