"","Intrinsic","LUI"
"Poa_tri",0.633317263294908,-0.166901658128741
"Poa_pra",-0.166309578068585,0.269384799079557
"Alo_pra",-0.0909200615462797,0.0785881490312975
"Dac_glo",-0.379929616464763,0.250703508217141
"Tri_rep",-0.245455813307103,0.459776988574645
"Tar_off",-0.628129829073791,0.44182332851074
"Lol_per",0.312374076250147,-0.463748495786432
"Arr_ela",0.349801462805029,-0.268049062808338
"Fes_rub",-0.590776342634216,0.507581984704688
"Fes_pra",-0.233484905267414,-0.133079803906321
"Tri_fla",-0.0143367163625905,-0.0987008183570935
"Ely_rep",0.158783706887406,-0.247447287276575
"Tri_pra",0.92451598781711,-0.236241166806209
"Bro_ere",0.401260963439951,-0.264954172456583
"Ran_rep",-0.0927678565304256,0.0211277071491677
"Bro_hor",0.154960893498018,0.0723727253845458
"Ran_acr",0.245209416116645,-0.254942022746503
"Pla_lan",0.474168984559254,-0.000767781396285295
"Ach_mil",-0.0095558279547833,0.0113707350816369
"Gal_mol",-0.199349580063684,0.0833906461208101
"Her_sph",0.318841523669483,-0.313099065945765
"Ant_syl",0.250337972924854,-0.185418703556264
"Hol_lan",0.0698181897150476,-0.139686677745513
"Hel_pub",0.339055018543213,-0.137872348928581
"Ant_odo",0.309183483296224,-0.232026246104328
"Bra_pin",0.130252189162977,-0.0178637603684869
"Car_hir",-0.189180308558718,0.151716503798287
"Ver_cha",0.107757266269886,-0.0317683196024699
"Rum_ace",0.155514559735509,-0.142041755969455
"Fes_ovi",-0.0214312172616335,0.0598059198530244
"Phl_pra",0.623313300907803,-0.313416298562452
"Pha_aru",-0.27593936025533,0.150597079456215
"Des_ces",-0.112950672993151,0.0613579980730269
"Agr_sto",0.0596351529348529,0.251220957141664
"Cyn_cri",-0.150150815272383,0.0575381219962679
"Cir_ole",-0.20672195931064,0.0744043350989766
"Cer_hol",-0.172558989332599,0.123922355756731
"Pla_med",0.145656612000315,-0.0766633133976158
"Cre_bie",0.355299768420261,-0.176506161871059
"Urt_dio",0.129689286797563,-0.157949559265435
"Thy_pul",0.350291782644695,-0.143386722205857
"Lol_mul",0.366467088581292,-0.181705781479449
"Cir_arv",0.00377886155437303,-0.101819501731734
"Lot_cor",0.932985434653717,-0.514703281658477
"Ran_bul",-0.15346153743428,0.0790846642709303
"Tri_dub",-0.0324745596258205,0.0419277468386155
"Med_lup",0.0162238368047555,0.024371893722539
"Leo_his",0.510762415385101,-0.151635374866119
"Car_car",-0.0453886479375574,-0.0250325503650403
"Vic_sep",0.145364008439439,-0.0689573398482399
"Pru_sp",-0.0395804778184402,0.135334576471877
