"species","LUI","SND","SFD","Type"
"Ant_odo.Cre_bie","0.5",0.684523480193065,55.2494257205413,"Predicted"
"Ant_odo.Pla_med","0.5",0.833589413134103,27.9089985929613,"Predicted"
"Ant_odo.Thy_pul","0.5",1.00371429877425,39.5373807925106,"Predicted"
"Ant_odo.Tri_dub","0.5",1.24347526312868,30.1159424140574,"Predicted"
"Ant_odo.Lot_cor","0.5",1.31812173128796,27.7125413906613,"Predicted"
"Ant_odo.Car_car","0.5",0.0385982630015096,75.8678208615964,"Predicted"
"Ant_odo.Leo_his","0.5",1.05323582757454,39.412314055788,"Predicted"
"Ant_odo.Vic_sep","0.5",1.54649955808616,6.42498393809511,"Predicted"
"Ant_odo.Med_lup","0.5",1.14886922370572,22.5418464938418,"Predicted"
"Ver_cha.Fes_ovi","0.5",0.942169795569886,22.0049641751733,"Predicted"
"Ver_cha.Rum_ace","0.5",0.915702113448244,6.71280902558831,"Predicted"
"Ver_cha.Des_ces","0.5",0.963243427418994,10.0383066267022,"Predicted"
"Ver_cha.Agr_sto","0.5",0.989486992580202,15.3821262959225,"Predicted"
"Ver_cha.Cre_bie","0.5",0.909213477215502,10.613470458419,"Predicted"
"Ver_cha.Pla_med","0.5",0.859032249816173,33.5506368243454,"Predicted"
"Ver_cha.Thy_pul","0.5",0.938583515823921,15.343306078715,"Predicted"
"Ver_cha.Lol_mul","0.5",0.951547820281237,15.7416915258472,"Predicted"
"Ver_cha.Tri_dub","0.5",1.08592818802994,23.6370443822342,"Predicted"
"Ver_cha.Lot_cor","0.5",0.943618366781575,10.1500061953564,"Predicted"
"Ver_cha.Car_car","0.5",0.120474373705782,6.37298755034522,"Predicted"
"Ver_cha.Leo_his","0.5",0.966652932696302,11.7042367410039,"Predicted"
"Ver_cha.Vic_sep","0.5",1.14227258900497,40.49156192961,"Predicted"
"Ver_cha.Med_lup","0.5",0.997187354451343,33.8055357862859,"Predicted"
"Fes_ovi.Rum_ace","0.5",0.886351549745017,23.1163892122927,"Predicted"
"Fes_ovi.Des_ces","0.5",0.936003458459704,26.7687640943461,"Predicted"
"Fes_ovi.Agr_sto","0.5",0.967032721922021,30.9615857307274,"Predicted"
"Fes_ovi.Cre_bie","0.5",0.522215517477417,10.0453032666548,"Predicted"
"Fes_ovi.Pla_med","0.5",0.515465111907988,24.0612359022966,"Predicted"
"Fes_ovi.Thy_pul","0.5",1.08179880628055,14.1014483111647,"Predicted"
"Fes_ovi.Lol_mul","0.5",0.900680832458606,8.13716436120939,"Predicted"
"Fes_ovi.Tri_dub","0.5",1.15198639284579,45.9118928449123,"Predicted"
"Fes_ovi.Lot_cor","0.5",1.18357048698749,25.9252020276633,"Predicted"
