"Plot"	"Year"	"LUI"	"Poa_tri"	"Poa_pra"	"Alo_pra"	"Dac_glo"	"Tri_rep"	"Tar_off"	"Lol_per"	"Arr_ela"	"Fes_rub"	"Fes_pra"	"Tri_fla"	"Ely_rep"	"Tri_pra"	"Ran_rep"	"Bro_ere"	"Ran_acr"	"Bro_hor"	"Pla_lan"	"Ant_syl"	"Her_sph"	"Gal_mol"	"Hol_lan"	"Hel_pub"	"Car_hir"	"Bra_pin"	"Pha_aru"
"AEG36"	2009	1.73	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0
"AEG37"	2009	2.17	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0
"AEG38"	2009	1.44	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0
"AEG39"	2009	2.17	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0
"AEG40"	2009	2.1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG41"	2009	2.23	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG42"	2009	1.86	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG43"	2009	2.03	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG44"	2009	2.03	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG45"	2009	1.44	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0
"AEG46"	2009	1.84	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0
"AEG47"	2009	0.63	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
"AEG48"	2009	0.65	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG49"	2009	1.06	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
"AEG50"	2009	2.19	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"HEG01"	2009	3.11	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"HEG02"	2009	2.79	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG03"	2009	2.79	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"HEG04"	2009	2.22	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0
"HEG05"	2009	2.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG06"	2009	2.12	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0
"HEG07"	2009	1.47	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
"HEG08"	2009	1.17	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"HEG09"	2009	0.77	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0
"HEG10"	2009	1.02	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"HEG11"	2009	1.02	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG12"	2009	3.47	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"HEG13"	2009	1.65	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG14"	2009	1.68	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
"HEG15"	2009	1.72	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0
"HEG16"	2009	1.28	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0
"HEG17"	2009	0.72	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0
"HEG18"	2009	0.72	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0
"HEG19"	2009	0.72	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0
"HEG20"	2009	0.74	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0
"HEG21"	2009	0.82	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
"HEG22"	2009	1.17	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
"HEG23"	2009	1.24	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG24"	2009	1.22	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0
"HEG25"	2009	1.23	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
"HEG26"	2009	1.02	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"HEG27"	2009	1.66	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG28"	2009	2.25	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG29"	2009	2.25	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG30"	2009	2.48	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG31"	2009	1.6	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG32"	2009	2.07	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
"HEG33"	2009	2.23	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG34"	2009	2.12	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
"HEG35"	2009	2.1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG36"	2009	2.01	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG37"	2009	2.09	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
"HEG38"	2009	2.27	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0
"HEG39"	2009	0.46	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0
"HEG40"	2009	2.23	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0
"HEG41"	2009	0.74	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0
"HEG42"	2009	0.72	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0
"HEG43"	2009	0.81	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0
"HEG44"	2009	0.64	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0
"HEG45"	2009	0.9	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0
"HEG46"	2009	0.85	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0
"HEG47"	2009	1.5	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0
"HEG48"	2009	1.02	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"HEG49"	2009	1.02	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0
"HEG50"	2009	1.28	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0
"SEG01"	2009	2.29	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG02"	2009	2.33	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
"SEG03"	2009	2.25	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0
"SEG04"	2009	1.02	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"SEG05"	2009	1.02	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0
"SEG06"	2009	1.56	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1
"SEG07"	2009	1.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEG08"	2009	1.44	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0
"SEG09"	2009	2	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1
"SEG10"	2009	2.25	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1
"SEG11"	2009	2.25	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG12"	2009	2.29	1	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"SEG13"	2009	1.44	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0
"SEG14"	2009	1.35	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0
"SEG15"	2009	1.02	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1
"SEG16"	2009	1.02	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
"SEG17"	2009	1.11	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1
"SEG18"	2009	1.44	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"SEG19"	2009	1.25	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
"SEG20"	2009	1.21	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG21"	2009	1.39	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG22"	2009	1.5	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0
"SEG23"	2009	1.88	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1
"SEG24"	2009	1.02	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0
"SEG25"	2009	1.44	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
"SEG26"	2009	1.88	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG27"	2009	1.02	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"SEG28"	2009	1.02	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0
"SEG29"	2009	1.02	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1
"SEG30"	2009	1.44	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG31"	2009	1.44	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
"SEG32"	2009	1.44	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG33"	2009	1.83	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0
"SEG34"	2009	1.47	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
"SEG35"	2009	1.42	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG36"	2009	1.87	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG37"	2009	1.57	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0
"SEG38"	2009	1.51	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG39"	2009	1.21	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG40"	2009	2.45	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG41"	2009	1.02	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG42"	2009	2.45	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG43"	2009	3.82	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG44"	2009	1.62	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG45"	2009	1.29	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0
"SEG46"	2009	1.61	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG47"	2009	1.23	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG48"	2009	2.1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG49"	2009	1.78	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
"SEG50"	2009	1.02	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0
"AEG01"	2010	2.14	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG02"	2010	3.11	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"AEG03"	2010	1.94	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0
"AEG04"	2010	1.52	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0
"AEG05"	2010	1.5	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG06"	2010	1.71	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG07"	2010	0.57	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG08"	2010	1.37	0	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0
"AEG09"	2010	0.8	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
"AEG10"	2010	0.99	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0
"AEG11"	2010	2.41	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0
"AEG12"	2010	2.76	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG13"	2010	2.76	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG14"	2010	2.12	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG15"	2010	2.6	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG16"	2010	1.61	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0
"AEG17"	2010	2.06	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0
"AEG18"	2010	2.08	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG19"	2010	1.57	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG20"	2010	1.62	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
"AEG21"	2010	3.23	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0
"AEG22"	2010	2.06	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0
"AEG23"	2010	0.99	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0
"AEG24"	2010	2.12	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
"AEG25"	2010	1.34	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0
"AEG26"	2010	1.62	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
"AEG27"	2010	1.07	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG28"	2010	0.74	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0
"AEG29"	2010	1.42	1	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0
"AEG30"	2010	2.36	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0
"AEG31"	2010	1.83	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0
"AEG32"	2010	0.67	0	1	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0
"AEG33"	2010	1.18	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
"AEG34"	2010	0.91	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0
"AEG35"	2010	1.79	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0
"AEG36"	2010	2.19	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0
"AEG37"	2010	1.71	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0
"AEG38"	2010	1.4	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0
"AEG39"	2010	1.71	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0
"AEG40"	2010	2.06	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG41"	2010	2.34	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG42"	2010	2.1	0	0	1	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0
"AEG43"	2010	1.58	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0
"AEG44"	2010	1.95	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG45"	2010	1.4	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0
"AEG46"	2010	1.48	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0
"AEG47"	2010	0.72	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG48"	2010	0.67	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG49"	2010	0.94	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
"AEG50"	2010	2.7	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
"HEG01"	2010	2.49	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG02"	2010	2.67	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG03"	2010	2.67	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"HEG04"	2010	2.15	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"HEG05"	2010	2.57	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"HEG06"	2010	2.34	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0
"HEG07"	2010	0.52	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG08"	2010	0.52	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
"HEG09"	2010	0.67	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0
"HEG10"	2010	2.55	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"HEG11"	2010	2.49	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG12"	2010	3.12	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"HEG13"	2010	1.5	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG14"	2010	2.32	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
"HEG15"	2010	1.84	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0
"HEG16"	2010	1.11	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
"HEG17"	2010	0.69	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0
"HEG18"	2010	0.73	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0
"HEG19"	2010	0.69	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	0
"HEG20"	2010	0.62	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0
"HEG21"	2010	0.55	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG22"	2010	1.45	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
"HEG23"	2010	1.2	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0
"HEG24"	2010	1.34	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0
"HEG25"	2010	1.58	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0
"HEG26"	2010	1.4	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"HEG27"	2010	1.63	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG28"	2010	1.8	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG29"	2010	1.8	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"HEG30"	2010	2.21	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG31"	2010	2.27	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG32"	2010	1.96	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"HEG33"	2010	2.08	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG34"	2010	2.34	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"HEG35"	2010	2.34	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0
"HEG36"	2010	2.06	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"HEG37"	2010	2.13	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG38"	2010	1.54	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0
"HEG39"	2010	1.11	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0
"HEG40"	2010	1.85	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
"HEG41"	2010	0.62	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0
"HEG42"	2010	0.69	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0
"HEG43"	2010	1.32	0	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	0
