"Plot"	"Year"	"LUI"	"Poa_tri"	"Poa_pra"	"Alo_pra"	"Dac_glo"	"Tri_rep"	"Tar_off"	"Lol_per"	"Arr_ela"	"Fes_rub"	"Fes_pra"	"Tri_fla"	"Ely_rep"	"Tri_pra"	"Ran_rep"	"Bro_ere"	"Ran_acr"	"Bro_hor"	"Pla_lan"	"Ant_syl"	"Her_sph"	"Gal_mol"	"Hol_lan"	"Hel_pub"	"Car_hir"	"Bra_pin"	"Pha_aru"
"AEG02"	2012	2.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"AEG03"	2012	1.1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0
"AEG04"	2012	1.84	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0
"AEG05"	2012	1.74	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0
"AEG06"	2012	2.26	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG07"	2012	0.53	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG08"	2012	1.19	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
"AEG09"	2012	0.72	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG10"	2012	0.97	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0
"AEG11"	2012	2.15	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0
"AEG12"	2012	2.22	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG13"	2012	2	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG14"	2012	2.53	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG15"	2012	3.09	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
"AEG16"	2012	1.5	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG17"	2012	1.72	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0
"AEG18"	2012	2.53	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG19"	2012	1.72	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG20"	2012	0.8	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
"AEG21"	2012	2.29	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0
"AEG22"	2012	1.09	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0
"AEG23"	2012	1.72	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
"AEG24"	2012	2.35	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0
"AEG25"	2012	0.56	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
"AEG26"	2012	1.47	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG27"	2012	1.01	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG28"	2012	1.38	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0
"AEG29"	2012	1.34	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0
"AEG30"	2012	1.68	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0
"AEG31"	2012	1.52	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0
"AEG32"	2012	0.99	1	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0
"AEG33"	2012	1.07	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
"AEG34"	2012	1.55	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0
"AEG35"	2012	1.95	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0
"AEG36"	2012	1.75	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0
"AEG37"	2012	2.08	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0
"AEG38"	2012	1.37	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0
"AEG39"	2012	2	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0
"AEG40"	2012	1.94	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG41"	2012	2.7	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG42"	2012	2.22	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0
"AEG43"	2012	1.05	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0
"AEG44"	2012	1.27	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG45"	2012	1.68	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0
"AEG46"	2012	1.29	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0
"AEG47"	2012	0.72	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG48"	2012	0.63	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG49"	2012	1.18	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
"AEG50"	2012	1.56	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
"HEG01"	2012	2.77	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG02"	2012	2.42	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG03"	2012	2.6	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG04"	2012	1.5	1	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"HEG05"	2012	2.84	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0
"HEG06"	2012	1.49	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0
"HEG07"	2012	1.7	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0
"HEG08"	2012	0.8	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0
"HEG09"	2012	0.56	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0
"HEG10"	2012	1.04	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"HEG11"	2012	0.97	0	1	0	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG12"	2012	2.96	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"HEG13"	2012	1.74	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0
"HEG14"	2012	2.66	0	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0
"HEG15"	2012	2.74	0	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0
"HEG16"	2012	1.59	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"HEG17"	2012	0.7	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0
"HEG18"	2012	0.81	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0
"HEG19"	2012	0.7	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0
"HEG20"	2012	1.53	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0
"HEG21"	2012	0.86	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG22"	2012	1.45	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0
"HEG23"	2012	1.19	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0
"HEG24"	2012	1.66	1	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0
"HEG25"	2012	1.2	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG26"	2012	0.97	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"HEG27"	2012	1.96	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG28"	2012	1.37	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"HEG29"	2012	1.37	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG30"	2012	2.71	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG31"	2012	1.94	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0
"HEG32"	2012	2.11	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"HEG33"	2012	1.27	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"HEG34"	2012	1.49	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"HEG35"	2012	1.19	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"HEG36"	2012	3.02	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"HEG37"	2012	3.02	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
"HEG38"	2012	2.15	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0
"HEG39"	2012	1.33	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0
"HEG40"	2012	2.01	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
"HEG41"	2012	1.53	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0
"HEG42"	2012	0.7	0	1	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0
"HEG43"	2012	1.4	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0
"HEG44"	2012	1.13	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0
"HEG45"	2012	0.81	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	1	0	0	0
"HEG46"	2012	0.79	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0
"HEG47"	2012	1.57	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0
"HEG48"	2012	1.44	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
"HEG49"	2012	0.97	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"HEG50"	2012	1.05	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0
"SEG01"	2012	1.83	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG02"	2012	2.01	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"SEG03"	2012	1.83	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG04"	2012	0.94	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"SEG05"	2012	1.77	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0
"SEG06"	2012	1.45	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"SEG07"	2012	1.99	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SEG08"	2012	1.8	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG09"	2012	2.05	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1
"SEG10"	2012	1.75	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1
"SEG11"	2012	1.75	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0
"SEG12"	2012	1.83	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG13"	2012	1.37	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0
"SEG14"	2012	1.24	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0
"SEG15"	2012	1.42	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1
"SEG16"	2012	2.42	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1
"SEG17"	2012	1.43	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1
"SEG18"	2012	1.37	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0
"SEG19"	2012	1.47	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1
"SEG20"	2012	1.46	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"SEG21"	2012	1.39	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG22"	2012	1.82	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0
"SEG23"	2012	2.22	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
"SEG24"	2012	0.97	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0
"SEG25"	2012	1.37	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1
"SEG26"	2012	2.22	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
"SEG27"	2012	0.97	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1
"SEG28"	2012	1.37	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0
"SEG29"	2012	0.97	1	0	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0
"SEG30"	2012	1.37	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG31"	2012	1.37	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
"SEG32"	2012	1.37	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG33"	2012	2.14	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0
"SEG34"	2012	2.09	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
"SEG35"	2012	2.02	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0
"SEG36"	2012	1.38	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
"SEG37"	2012	1.64	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG38"	2012	1.58	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG39"	2012	1.15	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"SEG40"	2012	1.9	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG41"	2012	1.2	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"SEG42"	2012	4.05	1	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG43"	2012	1.4	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"SEG44"	2012	1.43	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
"SEG45"	2012	1.31	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0
"SEG46"	2012	2.3	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"SEG47"	2012	1.75	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG48"	2012	1.59	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
"SEG49"	2012	1.57	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
"SEG50"	2012	0.68	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0
"AEG01"	2013	1.94	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG02"	2013	2.52	1	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0
"AEG03"	2013	1.41	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0
"AEG04"	2013	1.88	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0
"AEG05"	2013	1.92	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG06"	2013	1.99	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0
"AEG07"	2013	0.43	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
"AEG08"	2013	1.44	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0
"AEG09"	2013	0.67	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0
"AEG10"	2013	0.98	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0
"AEG11"	2013	2.07	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0
"AEG12"	2013	2.22	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG13"	2013	2.22	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG14"	2013	1.64	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG15"	2013	3.52	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG16"	2013	1.81	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG17"	2013	1.63	0	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0
"AEG18"	2013	2.24	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG19"	2013	1.79	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0
"AEG20"	2013	0.59	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0
"AEG21"	2013	3.21	1	0	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0
"AEG22"	2013	1.39	1	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0
"AEG23"	2013	1.76	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG24"	2013	2.69	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG25"	2013	0.53	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0
"AEG26"	2013	1.34	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG27"	2013	1.05	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG28"	2013	1.2	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0
"AEG29"	2013	1.97	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0
"AEG30"	2013	1.8	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0
"AEG31"	2013	1.52	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0
"AEG32"	2013	0.89	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0
"AEG33"	2013	1.09	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
"AEG34"	2013	1.46	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0
"AEG35"	2013	1.94	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0
"AEG36"	2013	1.88	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0
"AEG37"	2013	2.34	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG38"	2013	1.39	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0
"AEG39"	2013	2.3	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0
"AEG40"	2013	2.55	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
"AEG41"	2013	3.2	1	0	1	1	1	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0
"AEG42"	2013	1.94	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0
"AEG43"	2013	1.39	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0
"AEG44"	2013	1.1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	0	0	0
"AEG45"	2013	1.64	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0
"AEG46"	2013	1.68	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0
"AEG47"	2013	0.72	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG48"	2013	0.65	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0
"AEG49"	2013	1.1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0
"AEG50"	2013	1.64	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
"HEG01"	2013	3.02	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"HEG02"	2013	2.1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEG03"	2013	2.88	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"HEG04"	2013	2.23	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"HEG05"	2013	2.57	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"HEG06"	2013	1.57	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0
"HEG07"	2013	1.13	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0
"HEG08"	2013	1.13	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0
"HEG09"	2013	0.68	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0
