"Plot"	"Year"	"LUI"	"rich_26spp"
"AEG19"	"2013"	1.79	12
"AEG20"	"2013"	0.59	14
"AEG21"	"2013"	3.21	15
"AEG22"	"2013"	1.39	12
"AEG23"	"2013"	1.76	17
"AEG24"	"2013"	2.69	16
"AEG25"	"2013"	0.53	10
"AEG26"	"2013"	1.34	5
"AEG27"	"2013"	1.05	6
"AEG28"	"2013"	1.2	16
"AEG29"	"2013"	1.97	16
"AEG30"	"2013"	1.8	18
"AEG31"	"2013"	1.52	17
"AEG32"	"2013"	0.89	15
"AEG33"	"2013"	1.09	14
"AEG34"	"2013"	1.46	16
"AEG35"	"2013"	1.94	17
"AEG36"	"2013"	1.88	17
"AEG37"	"2013"	2.34	14
"AEG38"	"2013"	1.39	17
"AEG39"	"2013"	2.3	13
"AEG40"	"2013"	2.55	14
"AEG41"	"2013"	3.2	15
"AEG42"	"2013"	1.94	19
"AEG43"	"2013"	1.39	13
"AEG44"	"2013"	1.1	19
"AEG45"	"2013"	1.64	12
"AEG46"	"2013"	1.68	14
"AEG47"	"2013"	0.72	6
"AEG48"	"2013"	0.65	4
"AEG49"	"2013"	1.1	14
"AEG50"	"2013"	1.64	12
"HEG01"	"2013"	3.02	10
"HEG02"	"2013"	2.1	8
"HEG03"	"2013"	2.88	10
"HEG04"	"2013"	2.23	9
"HEG05"	"2013"	2.57	10
"HEG06"	"2013"	1.57	16
"HEG07"	"2013"	1.13	13
"HEG08"	"2013"	1.13	14
"HEG09"	"2013"	0.68	18
"HEG10"	"2013"	2.25	16
"HEG11"	"2013"	2.25	14
"HEG12"	"2013"	3.41	10
"HEG13"	"2013"	1.88	12
"HEG14"	"2013"	2.18	15
"HEG15"	"2013"	2.17	16
"HEG16"	"2013"	1.03	14
"HEG17"	"2013"	0.5	14
"HEG18"	"2013"	1.12	14
"HEG19"	"2013"	0.5	16
"HEG20"	"2013"	0.86	18
"HEG21"	"2013"	0.58	13
"HEG22"	"2013"	1.49	13
"HEG23"	"2013"	1.21	18
"HEG24"	"2013"	1.46	16
"HEG25"	"2013"	1.1	14
"HEG26"	"2013"	0.98	10
"HEG27"	"2013"	1.81	17
"HEG28"	"2013"	1.39	13
"HEG29"	"2013"	1.39	13
"HEG30"	"2013"	2.61	13
"HEG31"	"2013"	2.46	16
"HEG32"	"2013"	1.95	7
"HEG33"	"2013"	1.59	14
"HEG34"	"2013"	1.57	10
"HEG35"	"2013"	2.39	14
"HEG36"	"2013"	3.03	16
"HEG37"	"2013"	3.03	15
"HEG38"	"2013"	2.61	13
"HEG39"	"2013"	1	14
"HEG40"	"2013"	1.6	16
"HEG41"	"2013"	0.86	15
"HEG42"	"2013"	0.63	19
"HEG43"	"2013"	1.19	16
"HEG44"	"2013"	0.5	15
"HEG45"	"2013"	0.79	16
"HEG46"	"2013"	0.73	10
"HEG47"	"2013"	1.39	15
"HEG48"	"2013"	0.98	15
"HEG49"	"2013"	1.39	18
"HEG50"	"2013"	1.07	14
"SEG01"	"2013"	1.39	11
"SEG02"	"2013"	1.39	11
"SEG03"	"2013"	1.39	10
"SEG04"	"2013"	0.94	11
"SEG05"	"2013"	0.98	10
"SEG06"	"2013"	1.35	6
"SEG07"	"2013"	1.65	10
"SEG08"	"2013"	2.02	13
"SEG09"	"2013"	1.92	8
"SEG10"	"2013"	1.55	7
"SEG11"	"2013"	1.45	13
"SEG12"	"2013"	1.39	11
"SEG13"	"2013"	1.7	15
"SEG14"	"2013"	1.27	9
"SEG15"	"2013"	1.39	13
"SEG16"	"2013"	1.6	11
"SEG17"	"2013"	1.44	8
"SEG18"	"2013"	1.39	12
"SEG19"	"2013"	1.08	8
"SEG20"	"2013"	1.73	9
"SEG21"	"2013"	1.7	10
"SEG22"	"2013"	2.3	14
"SEG23"	"2013"	2.32	8
"SEG24"	"2013"	0.98	11
"SEG25"	"2013"	1.39	10
"SEG26"	"2013"	2.32	11
"SEG27"	"2013"	0.98	7
"SEG28"	"2013"	1.39	8
"SEG29"	"2013"	0.98	15
"SEG30"	"2013"	1.39	14
"SEG31"	"2013"	1.39	11
"SEG32"	"2013"	1.39	12
"SEG33"	"2013"	1.48	0
"SEG34"	"2013"	1.13	13
"SEG35"	"2013"	1.57	11
"SEG36"	"2013"	1.32	14
"SEG37"	"2013"	1.93	12
"SEG38"	"2013"	1.47	11
"SEG39"	"2013"	0.93	10
"SEG40"	"2013"	1.76	13
"SEG41"	"2013"	1.96	9
"SEG42"	"2013"	2.69	11
"SEG43"	"2013"	1.62	12
"SEG44"	"2013"	1.34	13
"SEG45"	"2013"	1.54	13
"SEG46"	"2013"	2.81	9
"SEG47"	"2013"	1.6	12
"SEG48"	"2013"	1.7	4
"SEG49"	"2013"	1.17	14
"SEG50"	"2013"	0.95	12
"AEG01"	"2014"	2.4	17
"AEG02"	"2014"	3.49	10
"AEG03"	"2014"	1.37	16
"AEG04"	"2014"	1.77	12
"AEG05"	"2014"	2	14
"AEG06"	"2014"	2.27	18
"AEG07"	"2014"	0.42	6
"AEG08"	"2014"	1.17	12
"AEG09"	"2014"	0.72	7
"AEG10"	"2014"	0	14
"AEG11"	"2014"	2.22	15
"AEG12"	"2014"	2.05	18
"AEG13"	"2014"	2.34	14
"AEG14"	"2014"	2.32	16
"AEG15"	"2014"	2.68	14
"AEG16"	"2014"	1.36	18
"AEG17"	"2014"	1.63	16
"AEG18"	"2014"	2.59	18
"AEG19"	"2014"	1.69	15
"AEG20"	"2014"	0.97	14
"AEG21"	"2014"	2.16	15
"AEG22"	"2014"	1.55	16
"AEG23"	"2014"	1.34	17
"AEG24"	"2014"	2.64	14
"AEG25"	"2014"	0.56	8
"AEG26"	"2014"	1.31	5
"AEG27"	"2014"	1.14	6
"AEG28"	"2014"	1.2	15
"AEG29"	"2014"	1.27	17
"AEG30"	"2014"	1.62	18
"AEG31"	"2014"	1.3	17
"AEG32"	"2014"	0.79	14
"AEG33"	"2014"	1.06	14
"AEG34"	"2014"	1.54	16
"AEG35"	"2014"	2.42	14
"AEG36"	"2014"	2.42	16
"AEG37"	"2014"	1.82	13
"AEG38"	"2014"	1.34	16
"AEG39"	"2014"	1.82	15
"AEG40"	"2014"	1.71	13
"AEG41"	"2014"	2.52	16
"AEG42"	"2014"	2.13	17
"AEG43"	"2014"	1.34	0
"AEG44"	"2014"	1.33	17
"AEG45"	"2014"	1.56	13
"AEG46"	"2014"	1.48	15
"AEG47"	"2014"	0.84	7
"AEG48"	"2014"	0.7	4
"AEG49"	"2014"	1.09	15
"AEG50"	"2014"	1.45	0
"HEG01"	"2014"	2.88	9
"HEG02"	"2014"	1.03	4
"HEG03"	"2014"	3.01	10
"HEG04"	"2014"	3.64	8
"HEG05"	"2014"	2.42	14
"HEG06"	"2014"	2.27	15
"HEG07"	"2014"	1.31	15
"HEG08"	"2014"	1.31	17
"HEG09"	"2014"	0.92	16
"HEG10"	"2014"	1.47	13
"HEG11"	"2014"	1.11	15
"HEG12"	"2014"	3.86	11
"HEG13"	"2014"	1.42	13
"HEG14"	"2014"	2.07	14
"HEG15"	"2014"	2.11	17
"HEG16"	"2014"	1.04	16
"HEG17"	"2014"	0.89	17
"HEG18"	"2014"	0.57	15
"HEG19"	"2014"	0.89	18
"HEG20"	"2014"	1.08	17
"HEG21"	"2014"	0.57	13
"HEG22"	"2014"	2.09	14
"HEG23"	"2014"	0.95	16
"HEG24"	"2014"	1.19	18
"HEG25"	"2014"	1.11	16
"HEG26"	"2014"	2.06	11
"HEG27"	"2014"	1.92	16
"HEG28"	"2014"	1.34	16
"HEG29"	"2014"	1.48	12
"HEG30"	"2014"	2.3	11
"HEG31"	"2014"	2.11	16
"HEG32"	"2014"	1.88	7
"HEG33"	"2014"	1.57	13
"HEG34"	"2014"	2.44	11
"HEG35"	"2014"	2.97	14
"HEG36"	"2014"	2.87	11
"HEG37"	"2014"	2.79	14
"HEG38"	"2014"	2.08	13
"HEG39"	"2014"	1.29	13
"HEG40"	"2014"	1.57	15
"HEG41"	"2014"	1.08	15
"HEG42"	"2014"	1.04	17
"HEG43"	"2014"	0.82	17
"HEG44"	"2014"	1.41	14
"HEG45"	"2014"	0.65	17
"HEG46"	"2014"	1.18	9
"HEG47"	"2014"	2.19	18
"HEG48"	"2014"	2.27	11
"HEG49"	"2014"	2.27	18
"HEG50"	"2014"	1.06	16
"SEG01"	"2014"	0.95	12
"SEG02"	"2014"	1.35	11
"SEG03"	"2014"	1.37	10
"SEG04"	"2014"	1.23	11
"SEG05"	"2014"	0	11
"SEG06"	"2014"	1.39	8
"SEG07"	"2014"	1.21	9
"SEG08"	"2014"	2.67	14
"SEG09"	"2014"	2.15	10
"SEG10"	"2014"	1.37	8
"SEG11"	"2014"	0.99	13
"SEG12"	"2014"	0.95	12
"SEG13"	"2014"	1.04	17
"SEG14"	"2014"	1.29	10
"SEG15"	"2014"	0.95	12
"SEG16"	"2014"	0.95	10
"SEG17"	"2014"	1.07	7
"SEG18"	"2014"	1.34	11
"SEG19"	"2014"	1.52	12
"SEG20"	"2014"	1.92	10
"SEG21"	"2014"	1.74	10
"SEG22"	"2014"	1.7	13
"SEG23"	"2014"	2.36	8
"SEG24"	"2014"	0.95	13
"SEG25"	"2014"	1.34	10
"SEG26"	"2014"	2.36	11
"SEG27"	"2014"	0.95	9
"SEG28"	"2014"	0.95	9
"SEG29"	"2014"	0.95	15
"SEG30"	"2014"	1.34	14
"SEG31"	"2014"	1.34	13
"SEG32"	"2014"	1.34	13
"SEG33"	"2014"	1.9	14
"SEG34"	"2014"	1.6	13
"SEG35"	"2014"	1.25	11
"SEG36"	"2014"	1.29	14
"SEG37"	"2014"	1.47	15
"SEG38"	"2014"	1.7	11
"SEG39"	"2014"	1.34	13
"SEG40"	"2014"	2.02	14
"SEG41"	"2014"	1.77	9
"SEG42"	"2014"	2.01	12
"SEG43"	"2014"	1.72	13
"SEG44"	"2014"	2.21	13
"SEG45"	"2014"	1.48	13
"SEG46"	"2014"	1.78	8
"SEG47"	"2014"	1.6	12
"SEG48"	"2014"	1.91	12
"SEG49"	"2014"	1.56	12
"SEG50"	"2014"	1.52	13
"AEG01"	"2015"	NA	17
"AEG02"	"2015"	NA	11
"AEG03"	"2015"	NA	16
"AEG04"	"2015"	NA	13
"AEG05"	"2015"	NA	14
"AEG06"	"2015"	NA	16
"AEG07"	"2015"	NA	6
"AEG08"	"2015"	NA	16
"AEG09"	"2015"	NA	8
"AEG10"	"2015"	NA	12
"AEG11"	"2015"	NA	15
"AEG12"	"2015"	NA	19
"AEG13"	"2015"	NA	13
"AEG14"	"2015"	NA	17
"AEG15"	"2015"	NA	15
"AEG16"	"2015"	NA	18
"AEG17"	"2015"	NA	14
"AEG18"	"2015"	NA	17
"AEG19"	"2015"	NA	14
"AEG20"	"2015"	NA	15
"AEG21"	"2015"	NA	16
"AEG22"	"2015"	NA	12
"AEG23"	"2015"	NA	16
"AEG24"	"2015"	NA	13
"AEG25"	"2015"	NA	12
"AEG26"	"2015"	NA	8
"AEG27"	"2015"	NA	8
"AEG28"	"2015"	NA	18
"AEG29"	"2015"	NA	16
"AEG30"	"2015"	NA	18
"AEG31"	"2015"	NA	18
"AEG32"	"2015"	NA	13
"AEG33"	"2015"	NA	14
"AEG34"	"2015"	NA	18
"AEG35"	"2015"	NA	15
"AEG36"	"2015"	NA	16
"AEG37"	"2015"	NA	13
"AEG38"	"2015"	NA	17
"AEG39"	"2015"	NA	15
"AEG40"	"2015"	NA	17
"AEG41"	"2015"	NA	17
"AEG42"	"2015"	NA	18
"AEG43"	"2015"	NA	15
"AEG44"	"2015"	NA	17
"AEG45"	"2015"	NA	13
"AEG46"	"2015"	NA	14
"AEG47"	"2015"	NA	7
"AEG48"	"2015"	NA	5
"AEG49"	"2015"	NA	10
"AEG50"	"2015"	NA	15
"HEG01"	"2015"	3.29	9
"HEG02"	"2015"	3.04	7
"HEG03"	"2015"	3.04	10
"HEG04"	"2015"	3.22	9
"HEG05"	"2015"	3.28	13
"HEG06"	"2015"	1.55	17
"HEG07"	"2015"	1.6	13
"HEG08"	"2015"	1.6	17
"HEG09"	"2015"	0.82	18
"HEG10"	"2015"	2.63	14
"HEG11"	"2015"	1.09	13
"HEG12"	"2015"	2.5	12
"HEG13"	"2015"	1.78	12
"HEG14"	"2015"	2.29	16
"HEG15"	"2015"	2.49	17
"HEG16"	"2015"	1.21	14
"HEG17"	"2015"	1.19	15
"HEG18"	"2015"	0.5	14
"HEG19"	"2015"	0.48	15
"HEG20"	"2015"	0.82	18
"HEG21"	"2015"	0.55	13
"HEG22"	"2015"	1.58	14
"HEG23"	"2015"	1.09	16
"HEG24"	"2015"	1.21	16
"HEG25"	"2015"	1.19	16
"HEG26"	"2015"	1.54	13
"HEG27"	"2015"	2.14	15
"HEG28"	"2015"	1.19	14
"HEG29"	"2015"	1.19	13
"HEG30"	"2015"	3.4	13
"HEG31"	"2015"	1.3	17
"HEG32"	"2015"	2.17	8
"HEG33"	"2015"	1.31	13
"HEG34"	"2015"	2.45	11
"HEG35"	"2015"	2.83	13
"HEG36"	"2015"	0.84	14
"HEG37"	"2015"	2.93	12
"HEG38"	"2015"	1.48	16
"HEG39"	"2015"	1.64	10
"HEG40"	"2015"	1.07	16
"HEG41"	"2015"	0.82	17
"HEG42"	"2015"	0.22	17
"HEG43"	"2015"	1.29	16
"HEG44"	"2015"	1.28	16
"HEG45"	"2015"	0.85	15
"HEG46"	"2015"	1.34	9
"HEG47"	"2015"	1.45	17
"HEG48"	"2015"	1.57	13
"HEG49"	"2015"	1.54	17
"HEG50"	"2015"	2.92	17
"SEG01"	"2015"	1.09	9
"SEG02"	"2015"	1.35	10
"SEG03"	"2015"	1.48	9
"SEG04"	"2015"	1.09	14
"SEG05"	"2015"	1.09	9
"SEG06"	"2015"	1.23	8
"SEG07"	"2015"	1.38	9
"SEG08"	"2015"	1.56	15
"SEG09"	"2015"	1.64	9
"SEG10"	"2015"	1.49	7
"SEG11"	"2015"	0.92	13
"SEG12"	"2015"	1.09	9
"SEG13"	"2015"	0.93	18
"SEG14"	"2015"	1.21	13
"SEG15"	"2015"	1.09	12
"SEG16"	"2015"	0.87	10
"SEG17"	"2015"	1.61	8
"SEG18"	"2015"	1.54	9
"SEG19"	"2015"	1.27	11
"SEG20"	"2015"	1.86	9
"SEG21"	"2015"	1.92	10
"SEG22"	"2015"	1.26	13
"SEG23"	"2015"	1.54	7
"SEG24"	"2015"	1.09	12
"SEG25"	"2015"	1.54	9
"SEG26"	"2015"	1.54	13
"SEG27"	"2015"	1.54	7
"SEG28"	"2015"	1.09	7
"SEG29"	"2015"	1.09	13
"SEG30"	"2015"	1.54	16
"SEG31"	"2015"	1.54	14
"SEG32"	"2015"	1.54	13
"SEG33"	"2015"	1.5	14
"SEG34"	"2015"	0.95	13
"SEG35"	"2015"	0.92	11
"SEG36"	"2015"	1.19	15
"SEG37"	"2015"	1.44	14
"SEG38"	"2015"	2.24	13
"SEG39"	"2015"	1.14	12
"SEG40"	"2015"	2.15	15
"SEG41"	"2015"	2.82	10
"SEG42"	"2015"	1.15	12
"SEG43"	"2015"	3.01	12
"SEG44"	"2015"	2.49	13
"SEG45"	"2015"	1.47	13
"SEG46"	"2015"	2.54	9
"SEG47"	"2015"	1.43	13
"SEG48"	"2015"	2.05	12
"SEG49"	"2015"	1.2	13
"SEG50"	"2015"	1.07	15
