"PlotID"	"Year"	"EP_PlotID"	"Useful_EP_PlotID"	"Poa_tri"	"Poa_pra"	"Alo_pra"	"Dac_glo"	"Tri_rep"	"Tar_off"	"Lol_per"	"Arr_ela"	"Fes_rub"	"Fes_pra"	"Tri_fla"	"Ely_rep"	"Tri_pra"	"Ran_rep"	"Bro_ere"	"Ran_acr"	"Bro_hor"	"Pla_lan"	"Ach_mil"	"Ant_syl"	"Her_sph"	"Gal_mol"	"Hol_lan"	"Hel_pub"	"Car_hir"	"Bra_pin"	"rest"
"A46114"	2008	"AEG17"	"AEG17"	0.0564971751412429	0.00564971751412429	0.00282485875706215	0.0169491525423729	0.0564971751412429	0.0112994350282486	0.0847457627118644	0	0	0.00282485875706215	0.141242937853107	0	0.282485875706215	0	0	0.00564971751412429	0	0.0564971751412429	0.00282485875706215	0	0.0169491525423729	0.0282485875706215	0	0.00282485875706215	0	0	0.225988700564972
"A46500"	2008	"AEG18"	"AEG18"	0.470588235294118	0.00784313725490196	0.0392156862745098	0	0.00784313725490196	0.0392156862745098	0.0235294117647059	0.0235294117647059	0	0.00784313725490196	0.117647058823529	0	0.00784313725490196	0	0	0.0235294117647059	0.00392156862745098	0.00784313725490196	0.0156862745098039	0	0.0156862745098039	0.0392156862745098	0	0.00392156862745098	0	0	0.145098039215686
"A35463"	2008	"AEG19"	"AEG19"	0.3003003003003	0.003003003003003	0.36036036036036	0.12012012012012	0	0.00600600600600601	0	0.03003003003003	0	0.003003003003003	0.012012012012012	0	0	0.0900900900900901	0	0.003003003003003	0	0	0.003003003003003	0.00600600600600601	0.024024024024024	0.00600600600600601	0	0	0	0	0.033033033033033
"A21699"	2008	"AEG20"	"AEG20"	0.142857142857143	0.00357142857142857	0	0.0142857142857143	0.0285714285714286	0.00357142857142857	0	0.142857142857143	0.00357142857142857	0.0357142857142857	0.0214285714285714	0	0	0.178571428571429	0	0.0571428571428571	0	0	0	0	0	0.0428571428571429	0.00357142857142857	0	0	0	0.321428571428571
"A21850"	2008	"AEG21"	"AEG21"	0.384615384615385	0.00384615384615385	0.00384615384615385	0.0384615384615385	0.153846153846154	0.0153846153846154	0.307692307692308	0	0	0	0	0	0.00384615384615385	0.00384615384615385	0	0.00384615384615385	0	0.00384615384615385	0.0153846153846154	0.00384615384615385	0.00769230769230769	0	0	0	0	0	0.05
"A45310"	2008	"AEG22"	"AEG22"	0	0	0	0.00442477876106195	0	0.00442477876106195	0	0	0.0530973451327434	0	0.00442477876106195	0	0	0	0.486725663716814	0.00442477876106195	0	0.0442477876106195	0.00442477876106195	0	0	0.0265486725663717	0	0.0884955752212389	0	0	0.278761061946903
"A45122"	2008	"AEG23"	"AEG23"	0.1171875	0.1171875	0.0390625	0.00390625	0.0234375	0.00390625	0.0078125	0	0.1953125	0.078125	0.0078125	0	0.1171875	0	0	0.0625	0.00390625	0.00390625	0.0078125	0.00390625	0.00390625	0.03125	0	0	0	0	0.171875
"A42306"	2008	"AEG24"	"AEG24"	0.412371134020619	0	0.00687285223367698	0.0343642611683849	0.0206185567010309	0.0687285223367698	0.0824742268041237	0	0	0	0.00687285223367698	0	0.00343642611683849	0	0	0.00687285223367698	0.00687285223367698	0.0206185567010309	0	0.00343642611683849	0.274914089347079	0	0	0	0	0	0.0515463917525773
"A7116"	2008	"AEG25"	"AEG25"	0	0.00571428571428571	0	0.00571428571428571	0.00571428571428571	0	0	0	0.00571428571428571	0	0	0	0	0	0.00571428571428571	0	0	0.0342857142857143	0.00571428571428571	0	0	0	0.00571428571428571	0	0	0	0.925714285714286
"A28932"	2008	"AEG26"	"AEG26"	0	0	0	0	0	0	0	0	0	0	0	0	0.0213903743315508	0	0.0855614973262032	0	0	0.0106951871657754	0	0	0	0	0	0	0	0.0320855614973262	0.850267379679144
"A40320"	2008	"AEG27"	"AEG27"	0	0	0	0	0	0.0033112582781457	0	0	0	0	0	0	0.0662251655629139	0	0.264900662251656	0	0	0.00662251655629139	0.0033112582781457	0	0	0	0	0	0	0.00662251655629139	0.649006622516556
"A42175"	2008	"AEG28"	"AEG28"	0.00757575757575758	0.0378787878787879	0	0.00757575757575758	0.151515151515152	0.00378787878787879	0.0378787878787879	0	0.0378787878787879	0.0378787878787879	0.0757575757575758	0	0.0151515151515152	0	0.0454545454545455	0	0.00378787878787879	0.0151515151515152	0.00757575757575758	0	0	0	0	0.0378787878787879	0	0.00757575757575758	0.46969696969697
"A22026"	2008	"AEG29"	"AEG29"	0.465116279069767	0	0	0.0775193798449612	0.0465116279069767	0.0310077519379845	0.116279069767442	0	0	0	0.00387596899224806	0	0.00775193798449612	0.0232558139534884	0	0.0232558139534884	0	0.0232558139534884	0	0.00387596899224806	0.00387596899224806	0	0	0	0	0	0.174418604651163
"A36956"	2008	"AEG30"	"AEG30"	0.00716845878136201	0.003584229390681	0.003584229390681	0.03584229390681	0.00716845878136201	0.021505376344086	0	0.21505376344086	0.03584229390681	0.003584229390681	0.00716845878136201	0	0.10752688172043	0	0	0.021505376344086	0	0.03584229390681	0	0.003584229390681	0	0.0501792114695341	0.003584229390681	0.14336917562724	0	0	0.293906810035842
"A37367"	2008	"AEG31"	"AEG31"	0.00363636363636364	0.436363636363636	0.0145454545454545	0.0218181818181818	0	0	0	0.109090909090909	0.0727272727272727	0.00363636363636364	0.0145454545454545	0	0	0	0	0.00363636363636364	0	0.00727272727272727	0.00363636363636364	0.00363636363636364	0	0.0727272727272727	0.00363636363636364	0.0290909090909091	0	0	0.2
"A41172"	2008	"AEG32"	"AEG32"	0	0.136986301369863	0	0.0182648401826484	0	0.0045662100456621	0	0	0.365296803652968	0.0091324200913242	0.045662100456621	0	0	0.0045662100456621	0	0.0045662100456621	0	0.0045662100456621	0	0.0045662100456621	0	0.0091324200913242	0.0045662100456621	0.136986301369863	0	0	0.251141552511416
"A41959"	2008	"AEG33"	"AEG33"	0.00364963503649635	0.0401459854014599	0	0.0145985401459854	0.182481751824818	0.00364963503649635	0.0364963503649635	0	0.186131386861314	0.0145985401459854	0.145985401459854	0	0.00364963503649635	0.072992700729927	0	0.00364963503649635	0	0.0218978102189781	0.0437956204379562	0	0	0	0	0.00364963503649635	0	0	0.222627737226277
"A43366"	2008	"AEG34"	"AEG34"	0.106761565836299	0.0569395017793594	0	0.0142348754448399	0.284697508896797	0.0142348754448399	0.0213523131672598	0	0.00355871886120996	0.00355871886120996	0.0854092526690391	0	0.0142348754448399	0	0	0.0355871886120996	0.0355871886120996	0.0355871886120996	0.00711743772241993	0	0	0.0142348754448399	0	0	0	0	0.266903914590747
"A11495"	2008	"AEG35"	"AEG35"	0	0.100313479623824	0.0125391849529781	0.0626959247648903	0.0188087774294671	0.00626959247648903	0	0.313479623824451	0	0.0501567398119122	0.125391849529781	0	0	0	0	0.0376175548589342	0	0.0626959247648903	0	0.00313479623824451	0	0.0125391849529781	0.0501567398119122	0	0	0	0.144200626959248
"A13124"	2008	"AEG36"	"AEG36"	0.39344262295082	0.00655737704918033	0.0983606557377049	0.0786885245901639	0.00327868852459016	0.0131147540983607	0	0.0459016393442623	0.00327868852459016	0	0.0983606557377049	0	0.00327868852459016	0	0	0.039344262295082	0	0.0524590163934426	0	0.00327868852459016	0	0.0459016393442623	0.0459016393442623	0.00327868852459016	0	0	0.0655737704918033
"A30361"	2008	"AEG37"	"AEG37"	0.185185185185185	0.00308641975308642	0.111111111111111	0.0740740740740741	0	0.0617283950617284	0.00617283950617284	0	0	0	0.185185185185185	0	0.00617283950617284	0	0	0.00617283950617284	0.00308641975308642	0	0	0.0925925925925926	0.154320987654321	0	0	0	0	0	0.111111111111111
"A32042"	2008	"AEG38"	"AEG38"	0.129032258064516	0.0591397849462366	0.0752688172043011	0.0537634408602151	0.010752688172043	0.021505376344086	0.010752688172043	0.032258064516129	0.161290322580645	0	0.021505376344086	0	0.021505376344086	0	0	0.010752688172043	0.00537634408602151	0.10752688172043	0	0	0	0.0537634408602151	0.00537634408602151	0.010752688172043	0	0	0.209677419354839
"A32195"	2008	"AEG39"	"AEG39"	0.179640718562874	0	0.119760479041916	0.0419161676646707	0.00598802395209581	0.029940119760479	0.0029940119760479	0.0179640718562874	0	0	0.119760479041916	0	0.00598802395209581	0	0	0.00598802395209581	0.0029940119760479	0	0	0.119760479041916	0.149700598802395	0	0	0	0	0	0.197604790419162
"A53417"	2008	"AEG40"	"AEG40"	0.0146520146520147	0.00366300366300366	0	0.0732600732600733	0.0879120879120879	0.146520146520147	0.183150183150183	0.00732600732600733	0	0	0.0732600732600733	0	0.00366300366300366	0	0	0.0366300366300366	0	0.0366300366300366	0.10989010989011	0.00732600732600733	0.00732600732600733	0.00366300366300366	0	0	0	0	0.205128205128205
"A28088"	2008	"AEG41"	"AEG41"	0.444444444444444	0.00740740740740741	0.222222222222222	0.0222222222222222	0.0222222222222222	0.0222222222222222	0	0.0037037037037037	0	0.0148148148148148	0.037037037037037	0	0.0740740740740741	0	0	0.037037037037037	0.0037037037037037	0.0148148148148148	0	0.0037037037037037	0.0037037037037037	0.0037037037037037	0	0.0037037037037037	0	0	0.0592592592592593
"A24657"	2008	"AEG42"	"AEG42"	0.180505415162455	0.0072202166064982	0.180505415162455	0.0722021660649819	0.0216606498194946	0.0866425992779783	0	0.0072202166064982	0	0.036101083032491	0.0072202166064982	0	0.0216606498194946	0	0	0.108303249097473	0	0.0216606498194946	0	0.144404332129964	0.0505415162454874	0.0144404332129964	0	0	0	0	0.0397111913357401
"A49542"	2008	"AEG43"	"AEG43"	0.0133779264214047	0.0668896321070234	0.0668896321070234	0.20066889632107	0.0334448160535117	0.0535117056856187	0.100334448160535	0	0	0.0334448160535117	0.167224080267559	0	0.00334448160535117	0.0133779264214047	0	0.0334448160535117	0	0.0802675585284281	0.00334448160535117	0.00334448160535117	0.0267558528428094	0.0334448160535117	0	0	0	0	0.0668896321070234
"A33605"	2008	"AEG44"	"AEG44"	0.0615384615384615	0.00615384615384615	0.0123076923076923	0.0307692307692308	0.0615384615384615	0.0246153846153846	0	0.0307692307692308	0.215384615384615	0.0307692307692308	0	0	0.184615384615385	0	0	0.0430769230769231	0.00307692307692308	0.0123076923076923	0	0.00615384615384615	0.0246153846153846	0.0923076923076923	0	0.00615384615384615	0	0	0.153846153846154
"A37099"	2008	"AEG45"	"AEG45"	0.215827338129496	0	0	0.0359712230215827	0.143884892086331	0.0431654676258993	0.0215827338129496	0	0	0.0719424460431655	0.0863309352517986	0	0.00719424460431655	0.00719424460431655	0	0.0287769784172662	0.00359712230215827	0	0.00359712230215827	0.107913669064748	0.0863309352517986	0	0	0	0	0	0.136690647482014
"A33626"	2008	"AEG46"	"AEG46"	0.323450134770889	0.00539083557951483	0.134770889487871	0.161725067385445	0.00269541778975741	0.0107816711590297	0.0539083557951483	0	0.0431266846361186	0.0808625336927224	0.0107816711590297	0	0.00269541778975741	0.00269541778975741	0	0.00269541778975741	0	0	0	0.00269541778975741	0	0.00269541778975741	0	0	0	0	0.159029649595687
"A35283"	2008	"AEG47"	"AEG47"	0	0.00423728813559322	0	0	0.00847457627118644	0	0	0	0	0	0	0	0.0254237288135593	0	0.296610169491525	0	0	0.00423728813559322	0.00423728813559322	0	0	0.00423728813559322	0	0	0	0.0508474576271186	0.601694915254237
"A43134"	2008	"AEG48"	"AEG48"	0	0	0	0	0	0.00540540540540541	0	0	0	0	0	0	0	0	0.0432432432432432	0	0	0	0	0	0	0	0	0	0	0.12972972972973	0.821621621621622
"A43953"	2008	"AEG49"	"AEG49"	0	0.12448132780083	0	0.00829875518672199	0.0829875518672199	0.004149377593361	0.004149377593361	0	0.016597510373444	0.00829875518672199	0	0	0.00829875518672199	0	0	0.004149377593361	0.004149377593361	0.00829875518672199	0.004149377593361	0	0	0	0	0.24896265560166	0	0	0.473029045643154
"A38525"	2008	"AEG50"	"AEG50"	0.366492146596859	0.00523560209424084	0	0.0209424083769634	0	0	0.575916230366492	0	0	0	0	0	0	0	0	0	0.00523560209424084	0	0	0	0	0	0	0	0	0	0.0261780104712042
"H4580"	2008	"HEG1"	"HEG01"	0.248756218905473	0	0	0	0.0995024875621891	0.00995024875621891	0.497512437810945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144278606965174
"H8302"	2008	"HEG2"	"HEG02"	0.426829268292683	0.0365853658536585	0	0	0.00609756097560976	0.00609756097560976	0.426829268292683	0	0.00609756097560976	0.0365853658536585	0	0	0	0.00609756097560976	0	0	0	0	0	0	0	0	0	0	0	0	0.0487804878048781
"H8709"	2008	"HEG3"	"HEG03"	0.198412698412698	0.238095238095238	0.119047619047619	0.119047619047619	0.0158730158730159	0.00396825396825397	0	0.00793650793650794	0	0	0.0793650793650794	0	0.00793650793650794	0	0	0	0	0.119047619047619	0	0	0	0.0555555555555556	0	0	0	0	0.0357142857142857
"H20510"	2008	"HEG4"	"HEG04"	0	0.12448132780083	0	0.04149377593361	0.0829875518672199	0.622406639004149	0	0	0.04149377593361	0.024896265560166	0	0	0	0.004149377593361	0	0	0	0	0	0	0.00829875518672199	0	0	0	0	0	0.0497925311203319
"H20816"	2008	"HEG5"	"HEG05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"H30409"	2008	"HEG6"	"HEG06"	0	0.258899676375405	0	0.0647249190938511	0.0129449838187702	0.29126213592233	0	0.0323624595469256	0	0.0194174757281553	0	0	0.129449838187702	0	0	0	0.00647249190938511	0.0129449838187702	0.00323624595469256	0	0.00323624595469256	0	0.00323624595469256	0	0	0	0.161812297734628
"H12850"	2008	"HEG7"	"HEG07"	0	0.235294117647059	0.0156862745098039	0.196078431372549	0.0784313725490196	0.274509803921569	0.00784313725490196	0	0	0.00784313725490196	0	0.00392156862745098	0.00392156862745098	0	0	0	0.00784313725490196	0	0	0.0313725490196078	0	0	0	0	0	0	0.137254901960784
"H14707"	2008	"HEG8"	"HEG08"	0.420560747663551	0.14018691588785	0.0280373831775701	0.0560747663551402	0.00934579439252336	0.158878504672897	0	0	0	0.00467289719626168	0.00467289719626168	0	0	0.00934579439252336	0	0	0.00467289719626168	0.00467289719626168	0	0	0	0	0	0	0	0	0.158878504672897
"H30212"	2008	"HEG9"	"HEG09"	0	0.153061224489796	0	0	0.0102040816326531	0.00510204081632653	0	0.0204081632653061	0.0510204081632653	0.0204081632653061	0	0	0	0	0	0.00510204081632653	0	0.0102040816326531	0.00510204081632653	0	0	0.00510204081632653	0	0.204081632653061	0	0.204081632653061	0.306122448979592
"H22151"	2008	"HEG10"	"HEG10"	0.0148698884758364	0.0743494423791822	0.483271375464684	0.0148698884758364	0	0.0148698884758364	0	0.00743494423791822	0	0.00743494423791822	0	0	0.00371747211895911	0.00371747211895911	0	0	0.00743494423791822	0	0.00743494423791822	0.00371747211895911	0	0.00743494423791822	0	0	0	0	0.349442379182156
"H24761"	2008	"HEG11"	"HEG11"	0	0.168539325842697	0	0.393258426966292	0	0.0224719101123595	0	0	0.224719101123595	0.0112359550561798	0	0	0	0	0	0	0.0224719101123595	0.00561797752808989	0.00561797752808989	0	0	0.0112359550561798	0	0	0	0	0.134831460674157
"H20116"	2008	"HEG12"	"HEG12"	0	0.425531914893617	0.0425531914893617	0.0851063829787234	0.25531914893617	0.0170212765957447	0	0	0	0	0	0	0	0.0170212765957447	0	0	0.00425531914893617	0	0	0	0	0	0	0	0	0	0.153191489361702
"H4651"	2008	"HEG13"	"HEG13"	0	0	0	0.205479452054795	0.0684931506849315	0.0821917808219178	0.410958904109589	0	0	0	0	0	0	0.00684931506849315	0	0	0	0.00684931506849315	0.00684931506849315	0	0	0.00684931506849315	0	0	0	0	0.205479452054795
"H19568"	2008	"HEG14"	"HEG14"	0	0.142857142857143	0.619047619047619	0.00952380952380952	0.00476190476190476	0.019047619047619	0	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0	0.00476190476190476	0	0	0	0	0.142857142857143
"H16781"	2008	"HEG15"	"HEG15"	0.0749063670411985	0.112359550561798	0.0374531835205993	0.0149812734082397	0.0374531835205993	0.149812734082397	0.0749063670411985	0.00749063670411985	0	0	0.0749063670411985	0	0.0149812734082397	0	0	0	0.187265917602996	0.00374531835205993	0.00749063670411985	0.052434456928839	0.112359550561798	0	0	0	0	0	0.0374531835205993
"H12643"	2008	"HEG16"	"HEG16"	0.1171875	0.390625	0.015625	0.1171875	0.0546875	0.0078125	0.1171875	0	0	0	0	0	0.03125	0.015625	0	0.0078125	0	0.00390625	0.00390625	0.00390625	0	0	0	0	0	0	0.11328125
"H14529"	2008	"HEG17"	"HEG17"	0	0.123456790123457	0	0.00823045267489712	0.0823045267489712	0.0411522633744856	0	0.00411522633744856	0.205761316872428	0.0411522633744856	0	0	0.0576131687242798	0	0	0.0823045267489712	0	0.00823045267489712	0.00411522633744856	0	0	0	0.00823045267489712	0	0	0	0.333333333333333
"H16581"	2008	"HEG18"	"HEG18"	0	0.0099009900990099	0	0.00495049504950495	0.00495049504950495	0.0099009900990099	0	0	0	0	0	0	0.0099009900990099	0.00495049504950495	0.396039603960396	0	0	0.00495049504950495	0.00495049504950495	0	0	0.00495049504950495	0	0.00495049504950495	0	0.0099009900990099	0.52970297029703
"H20606"	2008	"HEG19"	"HEG19"	0	0.398550724637681	0.0217391304347826	0	0.036231884057971	0	0	0	0.036231884057971	0.036231884057971	0.036231884057971	0.0036231884057971	0.144927536231884	0.0507246376811594	0	0.0217391304347826	0	0	0.0217391304347826	0	0	0	0.072463768115942	0	0	0	0.119565217391304
"H30205"	2008	"HEG20"	"HEG20"	0	0.0921658986175115	0	0.0184331797235023	0.0276497695852535	0.00460829493087558	0	0.0460829493087558	0.276497695852535	0.00921658986175115	0	0	0.0184331797235023	0.00460829493087558	0	0.00460829493087558	0	0.00921658986175115	0.00921658986175115	0.00460829493087558	0	0.0921658986175115	0.00921658986175115	0	0	0	0.373271889400922
"H30909"	2008	"HEG21"	"HEG21"	0	0.472103004291845	0	0.128755364806867	0	0.171673819742489	0	0.00429184549356223	0	0.0171673819742489	0	0	0	0	0	0	0.00429184549356223	0.00858369098712446	0.00429184549356223	0	0	0.0171673819742489	0	0	0	0	0.171673819742489
"H37447"	2008	"HEG22"	"HEG22"	0.0199004975124378	0	0.0199004975124378	0.497512437810945	0.00497512437810945	0.149253731343284	0.0199004975124378	0	0	0	0	0	0	0.00497512437810945	0	0	0.00497512437810945	0	0.119402985074627	0.00497512437810945	0	0	0	0	0	0	0.154228855721393
"H20426"	2008	"HEG23"	"HEG23"	0	0.0231660231660232	0.00386100386100386	0	0.0386100386100386	0.115830115830116	0	0	0	0.0154440154440154	0	0	0.386100386100386	0.00386100386100386	0	0	0.00386100386100386	0.0231660231660232	0	0	0	0	0	0	0	0	0.386100386100386
"H20438"	2008	"HEG24"	"HEG24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"H37029"	2008	"HEG25"	"HEG25"	0	0.053475935828877	0	0.213903743315508	0	0.0053475935828877	0	0.0053475935828877	0.320855614973262	0.0213903743315508	0	0	0	0	0	0	0	0	0	0	0	0.160427807486631	0	0.0053475935828877	0	0	0.213903743315508
"H2815"	2008	"HEG26"	"HEG26"	0.0431034482758621	0	0.560344827586207	0.0172413793103448	0	0.0431034482758621	0	0.21551724137931	0	0.00862068965517241	0	0	0	0	0	0	0.0431034482758621	0	0.00431034482758621	0.00431034482758621	0	0	0	0	0	0	0.0603448275862069
"H20121"	2008	"HEG27"	"HEG27"	0	0.043859649122807	0.394736842105263	0.0263157894736842	0	0.0614035087719298	0	0	0.043859649122807	0.0175438596491228	0	0	0.0043859649122807	0	0.043859649122807	0	0.131578947368421	0.0043859649122807	0.0043859649122807	0	0	0.0087719298245614	0	0.0043859649122807	0	0	0.210526315789474
"H20535"	2008	"HEG28"	"HEG28"	0	0.359712230215827	0	0.215827338129496	0	0.179856115107914	0	0	0	0.107913669064748	0	0.0143884892086331	0	0	0	0	0.0575539568345324	0.00719424460431655	0	0	0	0.00719424460431655	0	0	0	0	0.0503597122302158
"H20537"	2008	"HEG29"	"HEG29"	0	0.311111111111111	0	0.177777777777778	0.00888888888888889	0.0888888888888889	0.0266666666666667	0	0.00888888888888889	0	0	0.0444444444444444	0.00444444444444444	0	0	0	0	0.0444444444444444	0.00444444444444444	0	0	0.00444444444444444	0	0	0	0	0.275555555555556
"H20825"	2008	"HEG30"	"HEG30"	0.021978021978022	0.00549450549450549	0	0.043956043956044	0.0549450549450549	0.10989010989011	0.10989010989011	0.00549450549450549	0.197802197802198	0.0659340659340659	0	0.00549450549450549	0.010989010989011	0	0	0	0.0549450549450549	0.010989010989011	0.010989010989011	0	0	0	0	0	0	0	0.291208791208791
"H20003"	2008	"HEG31"	"HEG31"	0	0.116731517509728	0	0.466926070038911	0	0.116731517509728	0.00778210116731518	0	0.0233463035019455	0.00778210116731518	0.00778210116731518	0	0	0.00778210116731518	0	0	0	0.00389105058365759	0.0155642023346304	0.0233463035019455	0.00389105058365759	0.00778210116731518	0	0	0	0	0.190661478599222
"H20106"	2008	"HEG32"	"HEG32"	0	0.0763358778625954	0.49618320610687	0.0381679389312977	0.0381679389312977	0.0763358778625954	0	0	0	0	0	0	0	0	0	0	0.229007633587786	0	0	0	0	0	0	0	0	0	0.0458015267175573
"H20508"	2008	"HEG33"	"HEG33"	0.0766283524904215	0.268199233716475	0.459770114942529	0	0.0766283524904215	0.0613026819923372	0	0	0	0	0	0	0	0.00766283524904215	0	0.00383141762452107	0.00383141762452107	0	0	0	0	0	0	0	0	0	0.0421455938697318
