"Plot"	"Year"	"LUI"	"rich_50spp"
"AEG26"	"2013"	1.34	16
"AEG27"	"2013"	1.05	14
"AEG28"	"2013"	1.2	25
"AEG29"	"2013"	1.97	26
"AEG30"	"2013"	1.8	28
"AEG31"	"2013"	1.52	29
"AEG32"	"2013"	0.89	24
"AEG33"	"2013"	1.09	27
"AEG34"	"2013"	1.46	22
"AEG35"	"2013"	1.94	23
"AEG36"	"2013"	1.88	24
"AEG37"	"2013"	2.34	18
"AEG38"	"2013"	1.39	24
"AEG39"	"2013"	2.3	16
"AEG40"	"2013"	2.55	24
"AEG41"	"2013"	3.2	23
"AEG42"	"2013"	1.94	25
"AEG43"	"2013"	1.39	17
"AEG44"	"2013"	1.1	25
"AEG45"	"2013"	1.64	18
"AEG46"	"2013"	1.68	22
"AEG47"	"2013"	0.72	14
"AEG48"	"2013"	0.65	9
"AEG49"	"2013"	1.1	22
"AEG50"	"2013"	1.64	18
"HEG01"	"2013"	3.02	13
"HEG02"	"2013"	2.1	13
"HEG03"	"2013"	2.88	15
"HEG04"	"2013"	2.23	10
"HEG05"	"2013"	2.57	16
"HEG06"	"2013"	1.57	21
"HEG07"	"2013"	1.13	21
"HEG08"	"2013"	1.13	24
"HEG09"	"2013"	0.68	30
"HEG10"	"2013"	2.25	20
"HEG11"	"2013"	2.25	17
"HEG12"	"2013"	3.41	14
"HEG13"	"2013"	1.88	18
"HEG14"	"2013"	2.18	19
"HEG15"	"2013"	2.17	19
"HEG16"	"2013"	1.03	20
"HEG17"	"2013"	0.5	22
"HEG18"	"2013"	1.12	23
"HEG19"	"2013"	0.5	25
"HEG20"	"2013"	0.86	29
"HEG21"	"2013"	0.58	20
"HEG22"	"2013"	1.49	19
"HEG23"	"2013"	1.21	24
"HEG24"	"2013"	1.46	23
"HEG25"	"2013"	1.1	19
"HEG26"	"2013"	0.98	14
"HEG27"	"2013"	1.81	22
"HEG28"	"2013"	1.39	19
"HEG29"	"2013"	1.39	20
"HEG30"	"2013"	2.61	19
"HEG31"	"2013"	2.46	23
"HEG32"	"2013"	1.95	8
"HEG33"	"2013"	1.59	18
"HEG34"	"2013"	1.57	16
"HEG35"	"2013"	2.39	18
"HEG36"	"2013"	3.03	22
"HEG37"	"2013"	3.03	22
"HEG38"	"2013"	2.61	20
"HEG39"	"2013"	1	20
"HEG40"	"2013"	1.6	21
"HEG41"	"2013"	0.86	25
"HEG42"	"2013"	0.63	32
"HEG43"	"2013"	1.19	26
"HEG44"	"2013"	0.5	24
"HEG45"	"2013"	0.79	24
"HEG46"	"2013"	0.73	21
"HEG47"	"2013"	1.39	22
"HEG48"	"2013"	0.98	20
"HEG49"	"2013"	1.39	23
"HEG50"	"2013"	1.07	20
"SEG01"	"2013"	1.39	15
"SEG02"	"2013"	1.39	15
"SEG03"	"2013"	1.39	15
"SEG04"	"2013"	0.94	15
"SEG05"	"2013"	0.98	13
"SEG06"	"2013"	1.35	8
"SEG07"	"2013"	1.65	13
"SEG08"	"2013"	2.02	17
"SEG09"	"2013"	1.92	10
"SEG10"	"2013"	1.55	12
"SEG11"	"2013"	1.45	19
"SEG12"	"2013"	1.39	15
"SEG13"	"2013"	1.7	22
"SEG14"	"2013"	1.27	13
"SEG15"	"2013"	1.39	17
"SEG16"	"2013"	1.6	16
"SEG17"	"2013"	1.44	12
"SEG18"	"2013"	1.39	17
"SEG19"	"2013"	1.08	11
"SEG20"	"2013"	1.73	10
"SEG21"	"2013"	1.7	13
"SEG22"	"2013"	2.3	17
"SEG23"	"2013"	2.32	10
"SEG24"	"2013"	0.98	14
"SEG25"	"2013"	1.39	17
"SEG26"	"2013"	2.32	16
"SEG27"	"2013"	0.98	11
"SEG28"	"2013"	1.39	12
"SEG29"	"2013"	0.98	19
"SEG30"	"2013"	1.39	20
"SEG31"	"2013"	1.39	19
"SEG32"	"2013"	1.39	18
"SEG33"	"2013"	1.48	0
"SEG34"	"2013"	1.13	20
"SEG35"	"2013"	1.57	14
"SEG36"	"2013"	1.32	19
"SEG37"	"2013"	1.93	19
"SEG38"	"2013"	1.47	16
"SEG39"	"2013"	0.93	17
"SEG40"	"2013"	1.76	19
"SEG41"	"2013"	1.96	12
"SEG42"	"2013"	2.69	14
"SEG43"	"2013"	1.62	19
"SEG44"	"2013"	1.34	14
"SEG45"	"2013"	1.54	18
"SEG46"	"2013"	2.81	13
"SEG47"	"2013"	1.6	16
"SEG48"	"2013"	1.7	6
"SEG49"	"2013"	1.17	21
"SEG50"	"2013"	0.95	19
"AEG01"	"2014"	2.4	25
"AEG02"	"2014"	3.49	13
"AEG03"	"2014"	1.37	23
"AEG04"	"2014"	1.77	14
"AEG05"	"2014"	2	20
"AEG06"	"2014"	2.27	25
"AEG07"	"2014"	0.42	15
"AEG08"	"2014"	1.17	22
"AEG09"	"2014"	0.72	16
"AEG10"	"2014"	0	23
"AEG11"	"2014"	2.22	22
"AEG12"	"2014"	2.05	24
"AEG13"	"2014"	2.34	18
"AEG14"	"2014"	2.32	24
"AEG15"	"2014"	2.68	18
"AEG16"	"2014"	1.36	25
"AEG17"	"2014"	1.63	28
"AEG18"	"2014"	2.59	22
"AEG19"	"2014"	1.69	19
"AEG20"	"2014"	0.97	19
"AEG21"	"2014"	2.16	19
"AEG22"	"2014"	1.55	28
"AEG23"	"2014"	1.34	24
"AEG24"	"2014"	2.64	19
"AEG25"	"2014"	0.56	19
"AEG26"	"2014"	1.31	16
"AEG27"	"2014"	1.14	14
"AEG28"	"2014"	1.2	26
"AEG29"	"2014"	1.27	26
"AEG30"	"2014"	1.62	28
"AEG31"	"2014"	1.3	30
"AEG32"	"2014"	0.79	23
"AEG33"	"2014"	1.06	27
"AEG34"	"2014"	1.54	23
"AEG35"	"2014"	2.42	20
"AEG36"	"2014"	2.42	23
"AEG37"	"2014"	1.82	18
"AEG38"	"2014"	1.34	24
"AEG39"	"2014"	1.82	18
"AEG40"	"2014"	1.71	23
"AEG41"	"2014"	2.52	23
"AEG42"	"2014"	2.13	22
"AEG43"	"2014"	1.34	0
"AEG44"	"2014"	1.33	22
"AEG45"	"2014"	1.56	19
"AEG46"	"2014"	1.48	22
"AEG47"	"2014"	0.84	15
"AEG48"	"2014"	0.7	11
"AEG49"	"2014"	1.09	24
"AEG50"	"2014"	1.45	0
"HEG01"	"2014"	2.88	11
"HEG02"	"2014"	1.03	7
"HEG03"	"2014"	3.01	16
"HEG04"	"2014"	3.64	9
"HEG05"	"2014"	2.42	18
"HEG06"	"2014"	2.27	19
"HEG07"	"2014"	1.31	20
"HEG08"	"2014"	1.31	25
"HEG09"	"2014"	0.92	29
"HEG10"	"2014"	1.47	18
"HEG11"	"2014"	1.11	20
"HEG12"	"2014"	3.86	15
"HEG13"	"2014"	1.42	18
"HEG14"	"2014"	2.07	18
"HEG15"	"2014"	2.11	20
"HEG16"	"2014"	1.04	25
"HEG17"	"2014"	0.89	27
"HEG18"	"2014"	0.57	25
"HEG19"	"2014"	0.89	29
"HEG20"	"2014"	1.08	28
"HEG21"	"2014"	0.57	19
"HEG22"	"2014"	2.09	19
"HEG23"	"2014"	0.95	23
"HEG24"	"2014"	1.19	27
"HEG25"	"2014"	1.11	23
"HEG26"	"2014"	2.06	16
"HEG27"	"2014"	1.92	21
"HEG28"	"2014"	1.34	24
"HEG29"	"2014"	1.48	23
"HEG30"	"2014"	2.3	16
"HEG31"	"2014"	2.11	25
"HEG32"	"2014"	1.88	10
"HEG33"	"2014"	1.57	16
"HEG34"	"2014"	2.44	17
"HEG35"	"2014"	2.97	18
"HEG36"	"2014"	2.87	19
"HEG37"	"2014"	2.79	18
"HEG38"	"2014"	2.08	20
"HEG39"	"2014"	1.29	19
"HEG40"	"2014"	1.57	20
"HEG41"	"2014"	1.08	26
"HEG42"	"2014"	1.04	30
"HEG43"	"2014"	0.82	29
"HEG44"	"2014"	1.41	23
"HEG45"	"2014"	0.65	27
"HEG46"	"2014"	1.18	17
"HEG47"	"2014"	2.19	26
"HEG48"	"2014"	2.27	16
"HEG49"	"2014"	2.27	23
"HEG50"	"2014"	1.06	25
"SEG01"	"2014"	0.95	16
"SEG02"	"2014"	1.35	14
"SEG03"	"2014"	1.37	14
"SEG04"	"2014"	1.23	15
"SEG05"	"2014"	0	14
"SEG06"	"2014"	1.39	11
"SEG07"	"2014"	1.21	12
"SEG08"	"2014"	2.67	18
"SEG09"	"2014"	2.15	12
"SEG10"	"2014"	1.37	14
"SEG11"	"2014"	0.99	19
"SEG12"	"2014"	0.95	17
"SEG13"	"2014"	1.04	24
"SEG14"	"2014"	1.29	15
"SEG15"	"2014"	0.95	17
"SEG16"	"2014"	0.95	15
"SEG17"	"2014"	1.07	10
"SEG18"	"2014"	1.34	16
"SEG19"	"2014"	1.52	15
"SEG20"	"2014"	1.92	12
"SEG21"	"2014"	1.74	13
"SEG22"	"2014"	1.7	16
"SEG23"	"2014"	2.36	9
"SEG24"	"2014"	0.95	17
"SEG25"	"2014"	1.34	14
"SEG26"	"2014"	2.36	17
"SEG27"	"2014"	0.95	12
"SEG28"	"2014"	0.95	13
"SEG29"	"2014"	0.95	20
"SEG30"	"2014"	1.34	20
"SEG31"	"2014"	1.34	20
"SEG32"	"2014"	1.34	19
"SEG33"	"2014"	1.9	17
"SEG34"	"2014"	1.6	20
"SEG35"	"2014"	1.25	15
"SEG36"	"2014"	1.29	19
"SEG37"	"2014"	1.47	21
"SEG38"	"2014"	1.7	17
"SEG39"	"2014"	1.34	19
"SEG40"	"2014"	2.02	19
"SEG41"	"2014"	1.77	13
"SEG42"	"2014"	2.01	16
"SEG43"	"2014"	1.72	17
"SEG44"	"2014"	2.21	15
"SEG45"	"2014"	1.48	16
"SEG46"	"2014"	1.78	12
"SEG47"	"2014"	1.6	16
"SEG48"	"2014"	1.91	18
"SEG49"	"2014"	1.56	19
"SEG50"	"2014"	1.52	18
"AEG01"	"2015"	NA	23
"AEG02"	"2015"	NA	15
"AEG03"	"2015"	NA	24
"AEG04"	"2015"	NA	15
"AEG05"	"2015"	NA	19
"AEG06"	"2015"	NA	25
"AEG07"	"2015"	NA	13
"AEG08"	"2015"	NA	27
"AEG09"	"2015"	NA	16
"AEG10"	"2015"	NA	19
"AEG11"	"2015"	NA	23
"AEG12"	"2015"	NA	26
"AEG13"	"2015"	NA	18
"AEG14"	"2015"	NA	24
"AEG15"	"2015"	NA	18
"AEG16"	"2015"	NA	27
"AEG17"	"2015"	NA	26
"AEG18"	"2015"	NA	21
"AEG19"	"2015"	NA	18
"AEG20"	"2015"	NA	19
"AEG21"	"2015"	NA	21
"AEG22"	"2015"	NA	23
"AEG23"	"2015"	NA	22
"AEG24"	"2015"	NA	18
"AEG25"	"2015"	NA	22
"AEG26"	"2015"	NA	18
"AEG27"	"2015"	NA	15
"AEG28"	"2015"	NA	29
"AEG29"	"2015"	NA	26
"AEG30"	"2015"	NA	28
"AEG31"	"2015"	NA	29
"AEG32"	"2015"	NA	20
"AEG33"	"2015"	NA	27
"AEG34"	"2015"	NA	27
"AEG35"	"2015"	NA	21
"AEG36"	"2015"	NA	23
"AEG37"	"2015"	NA	19
"AEG38"	"2015"	NA	25
"AEG39"	"2015"	NA	18
"AEG40"	"2015"	NA	28
"AEG41"	"2015"	NA	24
"AEG42"	"2015"	NA	22
"AEG43"	"2015"	NA	20
"AEG44"	"2015"	NA	23
"AEG45"	"2015"	NA	17
"AEG46"	"2015"	NA	21
"AEG47"	"2015"	NA	14
"AEG48"	"2015"	NA	11
"AEG49"	"2015"	NA	15
"AEG50"	"2015"	NA	21
"HEG01"	"2015"	3.29	12
"HEG02"	"2015"	3.04	10
"HEG03"	"2015"	3.04	15
"HEG04"	"2015"	3.22	11
"HEG05"	"2015"	3.28	18
"HEG06"	"2015"	1.55	24
"HEG07"	"2015"	1.6	19
"HEG08"	"2015"	1.6	28
"HEG09"	"2015"	0.82	32
"HEG10"	"2015"	2.63	18
"HEG11"	"2015"	1.09	17
"HEG12"	"2015"	2.5	15
"HEG13"	"2015"	1.78	17
"HEG14"	"2015"	2.29	23
"HEG15"	"2015"	2.49	23
"HEG16"	"2015"	1.21	22
"HEG17"	"2015"	1.19	25
"HEG18"	"2015"	0.5	23
"HEG19"	"2015"	0.48	23
"HEG20"	"2015"	0.82	28
"HEG21"	"2015"	0.55	20
"HEG22"	"2015"	1.58	19
"HEG23"	"2015"	1.09	23
"HEG24"	"2015"	1.21	22
"HEG25"	"2015"	1.19	23
"HEG26"	"2015"	1.54	18
"HEG27"	"2015"	2.14	23
"HEG28"	"2015"	1.19	22
"HEG29"	"2015"	1.19	22
"HEG30"	"2015"	3.4	20
"HEG31"	"2015"	1.3	24
"HEG32"	"2015"	2.17	9
"HEG33"	"2015"	1.31	18
"HEG34"	"2015"	2.45	16
"HEG35"	"2015"	2.83	18
"HEG36"	"2015"	0.84	20
"HEG37"	"2015"	2.93	17
"HEG38"	"2015"	1.48	22
"HEG39"	"2015"	1.64	16
"HEG40"	"2015"	1.07	21
"HEG41"	"2015"	0.82	27
"HEG42"	"2015"	0.22	29
"HEG43"	"2015"	1.29	26
"HEG44"	"2015"	1.28	24
"HEG45"	"2015"	0.85	25
"HEG46"	"2015"	1.34	15
"HEG47"	"2015"	1.45	23
"HEG48"	"2015"	1.57	18
"HEG49"	"2015"	1.54	21
"HEG50"	"2015"	2.92	25
"SEG01"	"2015"	1.09	14
"SEG02"	"2015"	1.35	16
"SEG03"	"2015"	1.48	13
"SEG04"	"2015"	1.09	17
"SEG05"	"2015"	1.09	11
"SEG06"	"2015"	1.23	11
"SEG07"	"2015"	1.38	12
"SEG08"	"2015"	1.56	18
"SEG09"	"2015"	1.64	11
"SEG10"	"2015"	1.49	13
"SEG11"	"2015"	0.92	20
"SEG12"	"2015"	1.09	14
"SEG13"	"2015"	0.93	25
"SEG14"	"2015"	1.21	16
"SEG15"	"2015"	1.09	17
"SEG16"	"2015"	0.87	14
"SEG17"	"2015"	1.61	12
"SEG18"	"2015"	1.54	14
"SEG19"	"2015"	1.27	15
"SEG20"	"2015"	1.86	10
"SEG21"	"2015"	1.92	14
"SEG22"	"2015"	1.26	15
"SEG23"	"2015"	1.54	8
"SEG24"	"2015"	1.09	16
"SEG25"	"2015"	1.54	9
"SEG26"	"2015"	1.54	19
"SEG27"	"2015"	1.54	10
"SEG28"	"2015"	1.09	13
"SEG29"	"2015"	1.09	19
"SEG30"	"2015"	1.54	23
"SEG31"	"2015"	1.54	21
"SEG32"	"2015"	1.54	19
"SEG33"	"2015"	1.5	16
"SEG34"	"2015"	0.95	19
"SEG35"	"2015"	0.92	15
"SEG36"	"2015"	1.19	20
"SEG37"	"2015"	1.44	20
"SEG38"	"2015"	2.24	19
"SEG39"	"2015"	1.14	18
"SEG40"	"2015"	2.15	21
"SEG41"	"2015"	2.82	17
"SEG42"	"2015"	1.15	16
"SEG43"	"2015"	3.01	17
"SEG44"	"2015"	2.49	16
"SEG45"	"2015"	1.47	15
"SEG46"	"2015"	2.54	13
"SEG47"	"2015"	1.43	18
"SEG48"	"2015"	2.05	18
"SEG49"	"2015"	1.2	20
"SEG50"	"2015"	1.07	21
