"Plot"	"Year"	"LUI"	"rich_50spp"
"HEG08"	"2010"	0.52	21
"HEG09"	"2010"	0.67	27
"HEG10"	"2010"	2.55	20
"HEG11"	"2010"	2.49	20
"HEG12"	"2010"	3.12	13
"HEG13"	"2010"	1.5	16
"HEG14"	"2010"	2.32	20
"HEG15"	"2010"	1.84	20
"HEG16"	"2010"	1.11	20
"HEG17"	"2010"	0.69	28
"HEG18"	"2010"	0.73	22
"HEG19"	"2010"	0.69	24
"HEG20"	"2010"	0.62	23
"HEG21"	"2010"	0.55	22
"HEG22"	"2010"	1.45	15
"HEG23"	"2010"	1.2	20
"HEG24"	"2010"	1.34	17
"HEG25"	"2010"	1.58	23
"HEG26"	"2010"	1.4	15
"HEG27"	"2010"	1.63	19
"HEG28"	"2010"	1.8	18
"HEG29"	"2010"	1.8	20
"HEG30"	"2010"	2.21	15
"HEG31"	"2010"	2.27	21
"HEG32"	"2010"	1.96	11
"HEG33"	"2010"	2.08	15
"HEG34"	"2010"	2.34	16
"HEG35"	"2010"	2.34	16
"HEG36"	"2010"	2.06	17
"HEG37"	"2010"	2.13	16
"HEG38"	"2010"	1.54	19
"HEG39"	"2010"	1.11	20
"HEG40"	"2010"	1.85	16
"HEG41"	"2010"	0.62	25
"HEG42"	"2010"	0.69	29
"HEG43"	"2010"	1.32	28
"HEG44"	"2010"	0.68	24
"HEG45"	"2010"	0.76	27
"HEG46"	"2010"	0.78	19
"HEG47"	"2010"	1.73	15
"HEG48"	"2010"	1.61	17
"HEG49"	"2010"	1.44	18
"HEG50"	"2010"	1.08	19
"SEG01"	"2010"	2.08	15
"SEG02"	"2010"	1.75	12
"SEG03"	"2010"	1.83	13
"SEG04"	"2010"	0.99	10
"SEG05"	"2010"	1.4	9
"SEG06"	"2010"	1.76	12
"SEG07"	"2010"	1.88	11
"SEG08"	"2010"	0.99	11
"SEG09"	"2010"	1.11	14
"SEG10"	"2010"	1.83	10
"SEG11"	"2010"	1.83	19
"SEG12"	"2010"	2.08	13
"SEG13"	"2010"	1.4	21
"SEG14"	"2010"	0.97	15
"SEG15"	"2010"	1.4	16
"SEG16"	"2010"	0.99	14
"SEG17"	"2010"	1.35	15
"SEG18"	"2010"	1.4	10
"SEG19"	"2010"	1.23	10
"SEG20"	"2010"	1.49	12
"SEG21"	"2010"	1.43	10
"SEG22"	"2010"	2.71	18
"SEG23"	"2010"	1.69	9
"SEG24"	"2010"	0.99	15
"SEG25"	"2010"	1.4	16
"SEG26"	"2010"	1.69	12
"SEG27"	"2010"	0.99	9
"SEG28"	"2010"	0.99	16
"SEG29"	"2010"	0.99	16
"SEG30"	"2010"	1.4	16
"SEG31"	"2010"	1.4	18
"SEG32"	"2010"	1.4	15
"SEG33"	"2010"	1.56	17
"SEG34"	"2010"	1.88	17
"SEG35"	"2010"	1.91	17
"SEG36"	"2010"	1.61	13
"SEG37"	"2010"	1.47	17
"SEG38"	"2010"	1.71	13
"SEG39"	"2010"	1.51	14
"SEG40"	"2010"	2.05	16
"SEG41"	"2010"	1.65	12
"SEG42"	"2010"	2.46	14
"SEG43"	"2010"	2.02	16
"SEG44"	"2010"	0.9	14
"SEG45"	"2010"	1.31	15
"SEG46"	"2010"	2.09	11
"SEG47"	"2010"	2.34	15
"SEG48"	"2010"	1.86	10
"SEG49"	"2010"	1.78	17
"SEG50"	"2010"	1.19	16
"AEG01"	"2011"	1.78	20
"AEG02"	"2011"	3.11	13
"AEG03"	"2011"	1.67	22
"AEG04"	"2011"	2.19	17
"AEG05"	"2011"	2.25	18
"AEG06"	"2011"	1.78	23
"AEG07"	"2011"	0.44	12
"AEG08"	"2011"	1.2	24
"AEG09"	"2011"	0.73	12
"AEG10"	"2011"	0.97	18
"AEG11"	"2011"	2.39	8
"AEG12"	"2011"	2.28	20
"AEG13"	"2011"	2.28	18
"AEG14"	"2011"	2.23	18
"AEG15"	"2011"	2.33	16
"AEG16"	"2011"	1.54	22
"AEG17"	"2011"	1.67	23
"AEG18"	"2011"	2.23	18
"AEG19"	"2011"	1.77	15
"AEG20"	"2011"	1.04	18
"AEG21"	"2011"	2.97	19
"AEG22"	"2011"	1.08	22
"AEG23"	"2011"	1.67	19
"AEG24"	"2011"	2.24	21
"AEG25"	"2011"	0.57	17
"AEG26"	"2011"	1.49	13
"AEG27"	"2011"	0.93	11
"AEG28"	"2011"	0.86	24
"AEG29"	"2011"	1.61	23
"AEG30"	"2011"	1.56	21
"AEG31"	"2011"	1.39	25
"AEG32"	"2011"	0.67	26
"AEG33"	"2011"	1.08	25
"AEG34"	"2011"	1.55	22
"AEG35"	"2011"	1.65	23
"AEG36"	"2011"	1.65	17
"AEG37"	"2011"	2.02	19
"AEG38"	"2011"	1.72	20
"AEG39"	"2011"	2.48	13
"AEG40"	"2011"	2.22	22
"AEG41"	"2011"	2.76	21
"AEG42"	"2011"	2.07	19
"AEG43"	"2011"	1.18	18
"AEG44"	"2011"	1.16	21
"AEG45"	"2011"	1.67	14
"AEG46"	"2011"	1.4	18
"AEG47"	"2011"	0.72	12
"AEG48"	"2011"	0.64	11
"AEG49"	"2011"	1.08	21
"AEG50"	"2011"	1.98	16
"HEG01"	"2011"	2.85	10
"HEG02"	"2011"	2.63	9
"HEG03"	"2011"	2.63	11
"HEG04"	"2011"	2.51	6
"HEG05"	"2011"	2.88	13
"HEG06"	"2011"	1.43	15
"HEG07"	"2011"	2.48	16
"HEG08"	"2011"	1.32	21
"HEG09"	"2011"	0.71	30
"HEG10"	"2011"	1.36	19
"HEG11"	"2011"	1.16	19
"HEG12"	"2011"	2.64	12
"HEG13"	"2011"	1.77	17
"HEG14"	"2011"	2.17	23
"HEG15"	"2011"	2.89	19
"HEG16"	"2011"	1.26	19
"HEG17"	"2011"	0.61	24
"HEG18"	"2011"	0.63	21
"HEG19"	"2011"	0.61	18
"HEG20"	"2011"	1.27	26
"HEG21"	"2011"	0.73	20
"HEG22"	"2011"	1.45	20
"HEG23"	"2011"	1.85	20
"HEG24"	"2011"	2.01	21
"HEG25"	"2011"	1.22	23
"HEG26"	"2011"	1.91	16
"HEG27"	"2011"	1.97	20
"HEG28"	"2011"	2.05	17
"HEG29"	"2011"	2.05	20
"HEG30"	"2011"	2.25	18
"HEG31"	"2011"	2.09	24
"HEG32"	"2011"	1.89	7
"HEG33"	"2011"	2.28	15
"HEG34"	"2011"	1.43	11
"HEG35"	"2011"	1.35	16
"HEG36"	"2011"	2.73	17
"HEG37"	"2011"	2.45	14
"HEG38"	"2011"	1.61	16
"HEG39"	"2011"	1.31	16
"HEG40"	"2011"	1.46	18
"HEG41"	"2011"	1.27	29
"HEG42"	"2011"	0.61	27
"HEG43"	"2011"	0.74	26
"HEG44"	"2011"	0.78	21
"HEG45"	"2011"	0.67	29
"HEG46"	"2011"	1.05	22
"HEG47"	"2011"	1.54	16
"HEG48"	"2011"	1.1	17
"HEG49"	"2011"	2.14	20
"HEG50"	"2011"	1.09	20
"SEG01"	"2011"	2.04	15
"SEG02"	"2011"	1.86	12
"SEG03"	"2011"	2.54	13
"SEG04"	"2011"	1.17	11
"SEG05"	"2011"	0.97	13
"SEG06"	"2011"	1.59	9
"SEG07"	"2011"	2.06	11
"SEG08"	"2011"	1.08	15
"SEG09"	"2011"	1.87	11
"SEG10"	"2011"	2.04	11
"SEG11"	"2011"	2.04	18
"SEG12"	"2011"	2.04	16
"SEG13"	"2011"	1.66	23
"SEG14"	"2011"	0.95	14
"SEG15"	"2011"	1.37	17
"SEG16"	"2011"	1.66	12
"SEG17"	"2011"	1.26	13
"SEG18"	"2011"	1.37	14
"SEG19"	"2011"	1.32	11
"SEG20"	"2011"	1.73	11
"SEG21"	"2011"	1.33	11
"SEG22"	"2011"	1.86	18
"SEG23"	"2011"	1.72	8
"SEG24"	"2011"	0.97	12
"SEG25"	"2011"	1.37	18
"SEG26"	"2011"	1.42	12
"SEG27"	"2011"	0.97	9
"SEG28"	"2011"	0.97	14
"SEG29"	"2011"	0.97	20
"SEG30"	"2011"	1.37	15
"SEG31"	"2011"	1.37	17
"SEG32"	"2011"	1.37	15
"SEG33"	"2011"	2.04	18
"SEG34"	"2011"	1.92	18
"SEG35"	"2011"	2.07	12
"SEG36"	"2011"	1.17	16
"SEG37"	"2011"	1.99	14
"SEG38"	"2011"	1.96	12
"SEG39"	"2011"	1.29	17
"SEG40"	"2011"	2.22	13
"SEG41"	"2011"	1.61	11
"SEG42"	"2011"	2.09	15
"SEG43"	"2011"	2.03	15
"SEG44"	"2011"	1.23	13
"SEG45"	"2011"	1.68	15
"SEG46"	"2011"	2.06	10
"SEG47"	"2011"	1.65	15
"SEG48"	"2011"	1.45	13
"SEG49"	"2011"	1.32	17
"SEG50"	"2011"	1.39	15
"AEG01"	"2012"	2.35	23
"AEG02"	"2012"	2.84	0
"AEG03"	"2012"	1.1	24
"AEG04"	"2012"	1.84	18
"AEG05"	"2012"	1.74	21
"AEG06"	"2012"	2.26	24
"AEG07"	"2012"	0.53	14
"AEG08"	"2012"	1.19	24
"AEG09"	"2012"	0.72	13
"AEG10"	"2012"	0.97	23
"AEG11"	"2012"	2.15	21
"AEG12"	"2012"	2.22	21
"AEG13"	"2012"	2	17
"AEG14"	"2012"	2.53	23
"AEG15"	"2012"	3.09	18
"AEG16"	"2012"	1.5	26
"AEG17"	"2012"	1.72	25
"AEG18"	"2012"	2.53	23
"AEG19"	"2012"	1.72	15
"AEG20"	"2012"	0.8	18
"AEG21"	"2012"	2.29	21
"AEG22"	"2012"	1.09	25
"AEG23"	"2012"	1.72	22
"AEG24"	"2012"	2.35	20
"AEG25"	"2012"	0.56	19
"AEG26"	"2012"	1.47	13
"AEG27"	"2012"	1.01	14
"AEG28"	"2012"	1.38	26
"AEG29"	"2012"	1.34	26
"AEG30"	"2012"	1.68	26
"AEG31"	"2012"	1.52	21
"AEG32"	"2012"	0.99	22
"AEG33"	"2012"	1.07	26
"AEG34"	"2012"	1.55	21
"AEG35"	"2012"	1.95	22
"AEG36"	"2012"	1.75	25
"AEG37"	"2012"	2.08	17
"AEG38"	"2012"	1.37	24
"AEG39"	"2012"	2	17
"AEG40"	"2012"	1.94	24
"AEG41"	"2012"	2.7	23
"AEG42"	"2012"	2.22	24
"AEG43"	"2012"	1.05	16
"AEG44"	"2012"	1.27	25
"AEG45"	"2012"	1.68	17
"AEG46"	"2012"	1.29	24
"AEG47"	"2012"	0.72	14
"AEG48"	"2012"	0.63	10
"AEG49"	"2012"	1.18	24
"AEG50"	"2012"	1.56	14
"HEG01"	"2012"	2.77	11
"HEG02"	"2012"	2.42	8
"HEG03"	"2012"	2.6	11
"HEG04"	"2012"	1.5	9
"HEG05"	"2012"	2.84	17
"HEG06"	"2012"	1.49	17
"HEG07"	"2012"	1.7	19
"HEG08"	"2012"	0.8	25
"HEG09"	"2012"	0.56	31
"HEG10"	"2012"	1.04	19
"HEG11"	"2012"	0.97	17
"HEG12"	"2012"	2.96	13
"HEG13"	"2012"	1.74	17
"HEG14"	"2012"	2.66	21
"HEG15"	"2012"	2.74	18
"HEG16"	"2012"	1.59	20
"HEG17"	"2012"	0.7	23
"HEG18"	"2012"	0.81	20
"HEG19"	"2012"	0.7	20
"HEG20"	"2012"	1.53	29
"HEG21"	"2012"	0.86	17
"HEG22"	"2012"	1.45	19
"HEG23"	"2012"	1.19	17
"HEG24"	"2012"	1.66	18
"HEG25"	"2012"	1.2	17
"HEG26"	"2012"	0.97	13
"HEG27"	"2012"	1.96	17
"HEG28"	"2012"	1.37	19
"HEG29"	"2012"	1.37	20
"HEG30"	"2012"	2.71	19
"HEG31"	"2012"	1.94	22
"HEG32"	"2012"	2.11	8
"HEG33"	"2012"	1.27	15
"HEG34"	"2012"	1.49	15
"HEG35"	"2012"	1.19	17
"HEG36"	"2012"	3.02	21
"HEG37"	"2012"	3.02	16
"HEG38"	"2012"	2.15	21
"HEG39"	"2012"	1.33	18
"HEG40"	"2012"	2.01	18
"HEG41"	"2012"	1.53	27
"HEG42"	"2012"	0.7	23
"HEG43"	"2012"	1.4	24
"HEG44"	"2012"	1.13	25
"HEG45"	"2012"	0.81	24
"HEG46"	"2012"	0.79	22
"HEG47"	"2012"	1.57	22
"HEG48"	"2012"	1.44	19
"HEG49"	"2012"	0.97	17
"HEG50"	"2012"	1.05	21
"SEG01"	"2012"	1.83	15
"SEG02"	"2012"	2.01	12
"SEG03"	"2012"	1.83	14
"SEG04"	"2012"	0.94	7
"SEG05"	"2012"	1.77	12
"SEG06"	"2012"	1.45	9
"SEG07"	"2012"	1.99	11
"SEG08"	"2012"	1.8	13
"SEG09"	"2012"	2.05	9
"SEG10"	"2012"	1.75	12
"SEG11"	"2012"	1.75	17
"SEG12"	"2012"	1.83	15
"SEG13"	"2012"	1.37	24
"SEG14"	"2012"	1.24	14
"SEG15"	"2012"	1.42	14
"SEG16"	"2012"	2.42	15
"SEG17"	"2012"	1.43	11
"SEG18"	"2012"	1.37	13
"SEG19"	"2012"	1.47	11
"SEG20"	"2012"	1.46	10
"SEG21"	"2012"	1.39	14
"SEG22"	"2012"	1.82	14
"SEG23"	"2012"	2.22	8
"SEG24"	"2012"	0.97	14
"SEG25"	"2012"	1.37	15
"SEG26"	"2012"	2.22	11
"SEG27"	"2012"	0.97	12
"SEG28"	"2012"	1.37	14
"SEG29"	"2012"	0.97	18
"SEG30"	"2012"	1.37	15
"SEG31"	"2012"	1.37	17
"SEG32"	"2012"	1.37	15
"SEG33"	"2012"	2.14	13
"SEG34"	"2012"	2.09	18
"SEG35"	"2012"	2.02	13
"SEG36"	"2012"	1.38	17
"SEG37"	"2012"	1.64	16
"SEG38"	"2012"	1.58	13
"SEG39"	"2012"	1.15	15
"SEG40"	"2012"	1.9	17
"SEG41"	"2012"	1.2	13
"SEG42"	"2012"	4.05	15
"SEG43"	"2012"	1.4	17
"SEG44"	"2012"	1.43	11
"SEG45"	"2012"	1.31	14
"SEG46"	"2012"	2.3	12
"SEG47"	"2012"	1.75	16
"SEG48"	"2012"	1.59	12
"SEG49"	"2012"	1.57	18
"SEG50"	"2012"	0.68	18
"AEG01"	"2013"	1.94	24
"AEG02"	"2013"	2.52	14
"AEG03"	"2013"	1.41	24
"AEG04"	"2013"	1.88	15
"AEG05"	"2013"	1.92	21
"AEG06"	"2013"	1.99	24
"AEG07"	"2013"	0.43	14
"AEG08"	"2013"	1.44	23
"AEG09"	"2013"	0.67	17
"AEG10"	"2013"	0.98	23
"AEG11"	"2013"	2.07	21
"AEG12"	"2013"	2.22	21
"AEG13"	"2013"	2.22	19
"AEG14"	"2013"	1.64	24
"AEG15"	"2013"	3.52	18
"AEG16"	"2013"	1.81	27
"AEG17"	"2013"	1.63	24
"AEG18"	"2013"	2.24	24
"AEG19"	"2013"	1.79	15
"AEG20"	"2013"	0.59	18
"AEG21"	"2013"	3.21	20
"AEG22"	"2013"	1.39	22
"AEG23"	"2013"	1.76	24
"AEG24"	"2013"	2.69	21
"AEG25"	"2013"	0.53	21
